name_muni_uf_from,name_muni_uf_to,sg_iata_origem,sg_iata_destino,date,year,month,day,total_pass,dist_pair,n_flights,lon_from,lat_from,lon_to,lat_to
recife-pe,rio de janeiro-rj,REC,GIG,2020-03-07,2020,3,7,638,1866.13643566427,5,-34.8889419445777,-8.06276248305241,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,campinas-sp,GIG,VCP,2020-03-07,2020,3,7,144,393.210656059303,5,-43.2278751249952,-22.8766521181865,-47.0601562729731,-22.9073425
campinas-sp,rio de janeiro-rj,VCP,GIG,2020-03-07,2020,3,7,481,393.210656059303,5,-47.0601562729731,-22.9073425,-43.2278751249952,-22.8766521181865
salvador-ba,rio de janeiro-rj,SSA,GIG,2020-03-07,2020,3,7,655,1201.14149264141,6,-38.4880614840078,-13.0147719115328,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,recife-pe,GIG,REC,2020-03-08,2020,3,8,601,1866.13643566427,4,-43.2278751249952,-22.8766521181865,-34.8889419445777,-8.06276248305241
rio de janeiro-rj,sao goncalo do amarante-rn,GIG,NAT,2020-03-08,2020,3,8,525,2072.16324276825,3,-43.2278751249952,-22.8766521181865,-35.3311560930852,-5.78955554020528
rio de janeiro-rj,porto alegre-rs,GIG,POA,2020-03-07,2020,3,7,605,1123.91741429693,4,-43.2278751249952,-22.8766521181865,-51.2286604637023,-30.0300367747664
porto alegre-rs,rio de janeiro-rj,POA,GIG,2020-03-07,2020,3,7,374,1123.91741429693,4,-51.2286604637023,-30.0300367747664,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,curitiba-pr,GIG,CWB,2020-03-07,2020,3,7,128,676.245181192978,1,-43.2278751249952,-22.8766521181865,-49.2718478850774,-25.432956
rio de janeiro-rj,florianopolis-sc,GIG,FLN,2020-03-07,2020,3,7,133,747.911071843207,1,-43.2278751249952,-22.8766521181865,-48.5476373781933,-27.58779554855
florianopolis-sc,rio de janeiro-rj,FLN,GIG,2020-03-07,2020,3,7,263,747.911071843207,2,-48.5476373781933,-27.58779554855,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,confins-mg,GIG,CNF,2020-03-07,2020,3,7,283,368.199406189062,3,-43.2278751249952,-22.8766521181865,-43.9955960875638,-19.6299482494053
confins-mg,rio de janeiro-rj,CNF,GIG,2020-03-07,2020,3,7,268,368.199406189062,4,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
