name_muni_uf_from,name_muni_uf_to,sg_iata_origem,sg_iata_destino,date,year,month,day,total_pass,dist_pair,n_flights,lon_from,lat_from,lon_to,lat_to
recife-pe,salvador-ba,REC,SSA,2020-01-02,2020,1,2,805,674.619520131157,8,-34.8889419445777,-8.06276248305241,-38.4880614840078,-13.0147719115328
campinas-sp,curitiba-pr,VCP,CWB,2020-01-18,2020,1,18,720,358.818629712133,9,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
curitiba-pr,campinas-sp,CWB,VCP,2020-01-18,2020,1,18,130,358.818629712133,8,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
campinas-sp,curitiba-pr,VCP,CWB,2020-02-01,2020,2,1,836,358.818629712133,8,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
curitiba-pr,campinas-sp,CWB,VCP,2020-01-11,2020,1,11,132,358.818629712133,7,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-14,2020,1,14,243,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
rio de janeiro-rj,guarulhos-sp,GIG,GRU,2020-01-09,2020,1,9,754,344.504582028252,23,-43.2278751249952,-22.8766521181865,-46.5310840856611,-23.468506
campinas-sp,curitiba-pr,VCP,CWB,2020-01-11,2020,1,11,739,358.818629712133,9,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
campinas-sp,curitiba-pr,VCP,CWB,2020-01-14,2020,1,14,697,358.818629712133,9,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
campinas-sp,curitiba-pr,VCP,CWB,2020-01-21,2020,1,21,734,358.818629712133,9,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
curitiba-pr,campinas-sp,CWB,VCP,2020-01-21,2020,1,21,281,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
campinas-sp,curitiba-pr,VCP,CWB,2020-01-25,2020,1,25,430,358.818629712133,7,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
curitiba-pr,campinas-sp,CWB,VCP,2020-01-25,2020,1,25,130,358.818629712133,7,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-12,2020,1,12,236,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-16,2020,1,16,272,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-28,2020,1,28,318,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
campinas-sp,curitiba-pr,VCP,CWB,2020-01-28,2020,1,28,719,358.818629712133,9,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
curitiba-pr,campinas-sp,CWB,VCP,2020-01-19,2020,1,19,259,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-23,2020,1,23,300,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-26,2020,1,26,308,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
curitiba-pr,campinas-sp,CWB,VCP,2020-01-30,2020,1,30,357,358.818629712133,9,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425
santarem-pa,belem-pa,STM,BEL,2020-01-23,2020,1,23,273,701.5533575521,6,-54.7185701672711,-2.43621332999996,-48.4878256874876,-1.459845
manaus-am,belem-pa,MAO,BEL,2020-01-23,2020,1,23,352,1296.34977313357,4,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
manaus-am,belem-pa,MAO,BEL,2020-01-03,2020,1,3,228,1296.34977313357,3,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
belem-pa,manaus-am,BEL,MAO,2020-01-01,2020,1,1,1,1296.34977313357,1,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,manaus-am,BEL,MAO,2020-01-24,2020,1,24,255,1296.34977313357,4,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
manaus-am,belem-pa,MAO,BEL,2020-01-09,2020,1,9,398,1296.34977313357,4,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
santarem-pa,belem-pa,STM,BEL,2020-01-30,2020,1,30,280,701.5533575521,6,-54.7185701672711,-2.43621332999996,-48.4878256874876,-1.459845
manaus-am,belem-pa,MAO,BEL,2020-01-30,2020,1,30,344,1296.34977313357,4,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
manaus-am,belem-pa,MAO,BEL,2020-01-29,2020,1,29,297,1296.34977313357,4,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
belem-pa,manaus-am,BEL,MAO,2020-01-09,2020,1,9,394,1296.34977313357,4,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,santarem-pa,BEL,STM,2020-01-09,2020,1,9,453,701.5533575521,6,-48.4878256874876,-1.459845,-54.7185701672711,-2.43621332999996
manaus-am,belem-pa,MAO,BEL,2020-01-05,2020,1,5,265,1296.34977313357,3,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
belem-pa,manaus-am,BEL,MAO,2020-01-30,2020,1,30,432,1296.34977313357,4,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,santarem-pa,BEL,STM,2020-01-30,2020,1,30,430,701.5533575521,6,-48.4878256874876,-1.459845,-54.7185701672711,-2.43621332999996
manaus-am,belem-pa,MAO,BEL,2020-01-31,2020,1,31,200,1296.34977313357,3,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
manaus-am,belem-pa,MAO,BEL,2020-01-22,2020,1,22,317,1296.34977313357,4,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
belem-pa,manaus-am,BEL,MAO,2020-01-03,2020,1,3,205,1296.34977313357,3,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,manaus-am,BEL,MAO,2020-01-02,2020,1,2,392,1296.34977313357,4,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,santarem-pa,BEL,STM,2020-01-02,2020,1,2,357,701.5533575521,5,-48.4878256874876,-1.459845,-54.7185701672711,-2.43621332999996
belem-pa,manaus-am,BEL,MAO,2020-01-22,2020,1,22,425,1296.34977313357,4,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,manaus-am,BEL,MAO,2020-01-31,2020,1,31,253,1296.34977313357,3,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
belem-pa,manaus-am,BEL,MAO,2020-01-05,2020,1,5,229,1296.34977313357,3,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
manaus-am,belem-pa,MAO,BEL,2020-01-24,2020,1,24,163,1296.34977313357,3,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
santarem-pa,belem-pa,STM,BEL,2020-01-02,2020,1,2,296,701.5533575521,5,-54.7185701672711,-2.43621332999996,-48.4878256874876,-1.459845
manaus-am,belem-pa,MAO,BEL,2020-01-02,2020,1,2,435,1296.34977313357,4,-60.023335181061,-3.13469149120195,-48.4878256874876,-1.459845
belem-pa,manaus-am,BEL,MAO,2020-01-29,2020,1,29,458,1296.34977313357,4,-48.4878256874876,-1.459845,-60.023335181061,-3.13469149120195
campinas-sp,curitiba-pr,VCP,CWB,2020-01-03,2020,1,3,370,358.818629712133,6,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
campinas-sp,manaus-am,VCP,MAO,2020-01-08,2020,1,8,272,2596.15369325204,4,-47.0601562729731,-22.9073425,-60.023335181061,-3.13469149120195
campinas-sp,manaus-am,VCP,MAO,2020-01-12,2020,1,12,71,2596.15369325204,2,-47.0601562729731,-22.9073425,-60.023335181061,-3.13469149120195
rio de janeiro-rj,campinas-sp,GIG,VCP,2020-01-14,2020,1,14,428,393.210656059303,7,-43.2278751249952,-22.8766521181865,-47.0601562729731,-22.9073425
campinas-sp,curitiba-pr,VCP,CWB,2020-01-17,2020,1,17,648,358.818629712133,8,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
campinas-sp,manaus-am,VCP,MAO,2020-01-19,2020,1,19,78,2596.15369325204,2,-47.0601562729731,-22.9073425,-60.023335181061,-3.13469149120195
campinas-sp,curitiba-pr,VCP,CWB,2020-01-22,2020,1,22,695,358.818629712133,9,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
rio de janeiro-rj,campinas-sp,GIG,VCP,2020-01-28,2020,1,28,153,393.210656059303,5,-43.2278751249952,-22.8766521181865,-47.0601562729731,-22.9073425
campinas-sp,curitiba-pr,VCP,CWB,2020-01-31,2020,1,31,674,358.818629712133,8,-47.0601562729731,-22.9073425,-49.2718478850774,-25.432956
guarulhos-sp,confins-mg,GRU,CNF,2020-01-31,2020,1,31,2360,499.584089859127,20,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
guarulhos-sp,confins-mg,GRU,CNF,2020-01-21,2020,1,21,1948,499.584089859127,18,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
guarulhos-sp,recife-pe,GRU,REC,2020-01-28,2020,1,28,3039,2109.69773699172,22,-46.5310840856611,-23.468506,-34.8889419445777,-8.06276248305241
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-16,2020,1,16,1684,861.379114249042,17,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
guarulhos-sp,salvador-ba,GRU,SSA,2020-01-23,2020,1,23,3473,1435.13941494507,27,-46.5310840856611,-23.468506,-38.4880614840078,-13.0147719115328
guarulhos-sp,goiania-go,GRU,GYN,2020-01-14,2020,1,14,1516,804.365987138904,10,-46.5310840856611,-23.468506,-49.2558142758158,-16.6733097738389
curitiba-pr,guarulhos-sp,CWB,GRU,2020-01-07,2020,1,7,1074,352.928650690815,21,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506
guarulhos-sp,salvador-ba,GRU,SSA,2020-01-25,2020,1,25,3497,1435.13941494507,24,-46.5310840856611,-23.468506,-38.4880614840078,-13.0147719115328
goiania-go,guarulhos-sp,GYN,GRU,2020-01-17,2020,1,17,822,804.365987138904,10,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
guarulhos-sp,goiania-go,GRU,GYN,2020-01-11,2020,1,11,1499,804.365987138904,11,-46.5310840856611,-23.468506,-49.2558142758158,-16.6733097738389
guarulhos-sp,salvador-ba,GRU,SSA,2020-01-03,2020,1,3,3724,1435.13941494507,27,-46.5310840856611,-23.468506,-38.4880614840078,-13.0147719115328
goiania-go,guarulhos-sp,GYN,GRU,2020-01-07,2020,1,7,680,804.365987138904,10,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
guarulhos-sp,confins-mg,GRU,CNF,2020-01-17,2020,1,17,2240,499.584089859127,18,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
recife-pe,guarulhos-sp,REC,GRU,2020-01-24,2020,1,24,2672,2109.69773699172,22,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
goiania-go,guarulhos-sp,GYN,GRU,2020-01-30,2020,1,30,623,804.365987138904,8,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
recife-pe,guarulhos-sp,REC,GRU,2020-01-28,2020,1,28,2529,2109.69773699172,21,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
confins-mg,salvador-ba,CNF,SSA,2020-01-11,2020,1,11,401,939.032981221228,5,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
guarulhos-sp,confins-mg,GRU,CNF,2020-01-11,2020,1,11,1525,499.584089859127,15,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
salvador-ba,fortaleza-ce,SSA,FOR,2020-01-11,2020,1,11,743,1027.64327670571,7,-38.4880614840078,-13.0147719115328,-38.5899275550432,-3.723805035
salvador-ba,fortaleza-ce,SSA,FOR,2020-01-14,2020,1,14,738,1027.64327670571,7,-38.4880614840078,-13.0147719115328,-38.5899275550432,-3.723805035
guarulhos-sp,confins-mg,GRU,CNF,2020-01-14,2020,1,14,1994,499.584089859127,17,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
confins-mg,salvador-ba,CNF,SSA,2020-01-14,2020,1,14,614,939.032981221228,7,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
recife-pe,guarulhos-sp,REC,GRU,2020-01-04,2020,1,4,2496,2109.69773699172,20,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
curitiba-pr,guarulhos-sp,CWB,GRU,2020-01-14,2020,1,14,1197,352.928650690815,20,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506
brasilia-df,boa vista-rr,BSB,BVB,2020-01-19,2020,1,19,332,2493.48287449368,3,-47.8879054780313,-15.794087361891,-60.6705326729651,2.81668191910439
guarulhos-sp,recife-pe,GRU,REC,2020-01-18,2020,1,18,2882,2109.69773699172,21,-46.5310840856611,-23.468506,-34.8889419445777,-8.06276248305241
guarulhos-sp,goiania-go,GRU,GYN,2020-01-04,2020,1,4,1539,804.365987138904,11,-46.5310840856611,-23.468506,-49.2558142758158,-16.6733097738389
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-07,2020,1,7,2782,1435.13941494507,23,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,CNF,GRU,2020-01-29,2020,1,29,1327,499.584089859127,19,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
salvador-ba,confins-mg,SSA,CNF,2020-01-28,2020,1,28,521,939.032981221228,7,-38.4880614840078,-13.0147719115328,-43.9955960875638,-19.6299482494053
confins-mg,guarulhos-sp,CNF,GRU,2020-01-03,2020,1,3,1366,499.584089859127,23,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
guarulhos-sp,goiania-go,GRU,GYN,2020-01-24,2020,1,24,1401,804.365987138904,10,-46.5310840856611,-23.468506,-49.2558142758158,-16.6733097738389
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-14,2020,1,14,1249,861.379114249042,14,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,CNF,GRU,2020-01-25,2020,1,25,1012,499.584089859127,16,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
guarulhos-sp,confins-mg,GRU,CNF,2020-01-22,2020,1,22,2028,499.584089859127,18,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-09,2020,1,9,1675,861.379114249042,18,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-10,2020,1,10,3336,1435.13941494507,29,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-09,2020,1,9,1528,344.504582028252,13,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-09,2020,1,9,995,1201.14149264141,9,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
confins-mg,guarulhos-sp,CNF,GRU,2020-01-23,2020,1,23,1239,499.584089859127,17,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-08,2020,1,8,1353,861.379114249042,15,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
brasilia-df,manaus-am,BSB,MAO,2020-01-08,2020,1,8,717,1930.96358467425,7,-47.8879054780313,-15.794087361891,-60.023335181061,-3.13469149120195
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-30,2020,1,30,1594,861.379114249042,18,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
guarulhos-sp,recife-pe,GRU,REC,2020-01-08,2020,1,8,2933,2109.69773699172,21,-46.5310840856611,-23.468506,-34.8889419445777,-8.06276248305241
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-03,2020,1,3,1323,861.379114249042,15,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
guarulhos-sp,confins-mg,GRU,CNF,2020-01-24,2020,1,24,2629,499.584089859127,20,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
salvador-ba,fortaleza-ce,SSA,FOR,2020-01-24,2020,1,24,788,1027.64327670571,7,-38.4880614840078,-13.0147719115328,-38.5899275550432,-3.723805035
confins-mg,salvador-ba,CNF,SSA,2020-01-24,2020,1,24,711,939.032981221228,9,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-21,2020,1,21,2861,1435.13941494507,24,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-08,2020,1,8,2805,1435.13941494507,25,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-07,2020,1,7,1241,344.504582028252,13,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-07,2020,1,7,1167,1201.14149264141,10,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-24,2020,1,24,2880,1435.13941494507,25,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-23,2020,1,23,706,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
recife-pe,guarulhos-sp,REC,GRU,2020-01-29,2020,1,29,2276,2109.69773699172,20,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-31,2020,1,31,2704,1435.13941494507,25,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-30,2020,1,30,1375,344.504582028252,12,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-30,2020,1,30,1265,1201.14149264141,10,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-27,2020,1,27,754,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-28,2020,1,28,2810,1435.13941494507,24,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-23,2020,1,23,1562,861.379114249042,17,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-11,2020,1,11,2607,1435.13941494507,23,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-10,2020,1,10,977,1201.14149264141,9,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-10,2020,1,10,1269,344.504582028252,12,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
goiania-go,guarulhos-sp,GYN,GRU,2020-01-16,2020,1,16,606,804.365987138904,9,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-17,2020,1,17,1644,861.379114249042,17,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-03,2020,1,3,731,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-25,2020,1,25,1441,861.379114249042,16,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
guarulhos-sp,confins-mg,GRU,CNF,2020-01-04,2020,1,4,1791,499.584089859127,17,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
salvador-ba,fortaleza-ce,SSA,FOR,2020-01-04,2020,1,4,704,1027.64327670571,7,-38.4880614840078,-13.0147719115328,-38.5899275550432,-3.723805035
confins-mg,salvador-ba,CNF,SSA,2020-01-04,2020,1,4,459,939.032981221228,5,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,guarulhos-sp,CNF,GRU,2020-01-10,2020,1,10,1393,499.584089859127,20,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-09,2020,1,9,1552,861.379114249042,19,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
confins-mg,salvador-ba,CNF,SSA,2020-01-18,2020,1,18,472,939.032981221228,6,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
salvador-ba,fortaleza-ce,SSA,FOR,2020-01-18,2020,1,18,707,1027.64327670571,6,-38.4880614840078,-13.0147719115328,-38.5899275550432,-3.723805035
guarulhos-sp,confins-mg,GRU,CNF,2020-01-18,2020,1,18,1773,499.584089859127,17,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
guarulhos-sp,confins-mg,GRU,CNF,2020-01-29,2020,1,29,2372,499.584089859127,19,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
recife-pe,guarulhos-sp,REC,GRU,2020-01-03,2020,1,3,2793,2109.69773699172,23,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-23,2020,1,23,1547,861.379114249042,17,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
recife-pe,guarulhos-sp,REC,GRU,2020-01-15,2020,1,15,2525,2109.69773699172,21,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,CNF,GRU,2020-01-30,2020,1,30,1262,499.584089859127,18,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-09,2020,1,9,647,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
salvador-ba,confins-mg,SSA,CNF,2020-01-03,2020,1,3,399,939.032981221228,7,-38.4880614840078,-13.0147719115328,-43.9955960875638,-19.6299482494053
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-20,2020,1,20,732,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
guarulhos-sp,recife-pe,GRU,REC,2020-01-24,2020,1,24,3095,2109.69773699172,22,-46.5310840856611,-23.468506,-34.8889419445777,-8.06276248305241
guarulhos-sp,confins-mg,GRU,CNF,2020-01-16,2020,1,16,1676,499.584089859127,16,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-25,2020,1,25,1047,1201.14149264141,9,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-25,2020,1,25,1651,344.504582028252,14,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
goiania-go,guarulhos-sp,GYN,GRU,2020-01-22,2020,1,22,713,804.365987138904,10,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-30,2020,1,30,767,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
goiania-go,guarulhos-sp,GYN,GRU,2020-02-01,2020,2,1,686,804.365987138904,9,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,CNF,GRU,2020-01-09,2020,1,9,996,499.584089859127,17,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-10,2020,1,10,1377,861.379114249042,15,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-23,2020,1,23,1530,344.504582028252,13,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-23,2020,1,23,1455,1201.14149264141,11,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-07,2020,1,7,697,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-07,2020,1,7,1274,861.379114249042,15,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
goiania-go,guarulhos-sp,GYN,GRU,2020-01-18,2020,1,18,620,804.365987138904,10,-49.2558142758158,-16.6733097738389,-46.5310840856611,-23.468506
fortaleza-ce,salvador-ba,FOR,SSA,2020-01-10,2020,1,10,699,1027.64327670571,6,-38.5899275550432,-3.723805035,-38.4880614840078,-13.0147719115328
guarulhos-sp,goiania-go,GRU,GYN,2020-01-18,2020,1,18,1524,804.365987138904,11,-46.5310840856611,-23.468506,-49.2558142758158,-16.6733097738389
guarulhos-sp,brasilia-df,GRU,BSB,2020-01-30,2020,1,30,1545,861.379114249042,17,-46.5310840856611,-23.468506,-47.8879054780313,-15.794087361891
confins-mg,guarulhos-sp,CNF,GRU,2020-01-15,2020,1,15,1195,499.584089859127,17,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
salvador-ba,confins-mg,SSA,CNF,2020-01-14,2020,1,14,462,939.032981221228,7,-38.4880614840078,-13.0147719115328,-43.9955960875638,-19.6299482494053
salvador-ba,guarulhos-sp,SSA,GRU,2020-01-04,2020,1,4,2782,1435.13941494507,23,-38.4880614840078,-13.0147719115328,-46.5310840856611,-23.468506
guarulhos-sp,rio de janeiro-rj,GRU,GIG,2020-01-03,2020,1,3,1244,344.504582028252,13,-46.5310840856611,-23.468506,-43.2278751249952,-22.8766521181865
rio de janeiro-rj,salvador-ba,GIG,SSA,2020-01-03,2020,1,3,904,1201.14149264141,7,-43.2278751249952,-22.8766521181865,-38.4880614840078,-13.0147719115328
guarulhos-sp,recife-pe,GRU,REC,2020-01-04,2020,1,4,3024,2109.69773699172,22,-46.5310840856611,-23.468506,-34.8889419445777,-8.06276248305241
brasilia-df,guarulhos-sp,BSB,GRU,2020-01-18,2020,1,18,1377,861.379114249042,15,-47.8879054780313,-15.794087361891,-46.5310840856611,-23.468506
guarulhos-sp,salvador-ba,GRU,SSA,2020-01-07,2020,1,7,3225,1435.13941494507,22,-46.5310840856611,-23.468506,-38.4880614840078,-13.0147719115328
confins-mg,salvador-ba,CNF,SSA,2020-01-28,2020,1,28,692,939.032981221228,7,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
salvador-ba,fortaleza-ce,SSA,FOR,2020-01-28,2020,1,28,638,1027.64327670571,7,-38.4880614840078,-13.0147719115328,-38.5899275550432,-3.723805035
guarulhos-sp,confins-mg,GRU,CNF,2020-01-28,2020,1,28,2118,499.584089859127,18,-46.5310840856611,-23.468506,-43.9955960875638,-19.6299482494053
guarulhos-sp,salvador-ba,GRU,SSA,2020-01-30,2020,1,30,3614,1435.13941494507,25,-46.5310840856611,-23.468506,-38.4880614840078,-13.0147719115328
recife-pe,guarulhos-sp,REC,GRU,2020-01-25,2020,1,25,2267,2109.69773699172,18,-34.8889419445777,-8.06276248305241,-46.5310840856611,-23.468506
