name_muni_uf_from,name_muni_uf_to,year,month,total_passdist,total_pass,total_dist,dist_pair,n_flights,lon_from,lat_from,lon_to,lat_to
confins-mg,confins-mg,2020,5,0,0,0,0,1,-43.9955960875638,-19.6299482494053,-43.9955960875638,-19.6299482494053
confins-mg,confins-mg,2020,6,0,0,0,0,5,-43.9955960875638,-19.6299482494053,-43.9955960875638,-19.6299482494053
confins-mg,cruz-ce,2020,1,5596188.80161869,2953,54957.492464254,1895.08594704324,29,-43.9955960875638,-19.6299482494053,-40.171278706542,-2.91670805035548
confins-mg,cruz-ce,2020,2,2552680.77066724,1347,24636.1173115621,1895.08594704324,13,-43.9955960875638,-19.6299482494053,-40.171278706542,-2.91670805035548
confins-mg,cruz-ce,2020,3,1415629.2024413,747,17055.7735233892,1895.08594704324,9,-43.9955960875638,-19.6299482494053,-40.171278706542,-2.91670805035548
confins-mg,curitiba-pr,2020,1,2177996.95421074,2590,29432.3912731181,840.92546494623,35,-43.9955960875638,-19.6299482494053,-49.2718478850774,-25.432956
confins-mg,curitiba-pr,2020,2,1805466.97323956,2147,23545.9130184944,840.92546494623,28,-43.9955960875638,-19.6299482494053,-49.2718478850774,-25.432956
confins-mg,curitiba-pr,2020,3,1757534.22173762,2090,17659.4347638708,840.92546494623,21,-43.9955960875638,-19.6299482494053,-49.2718478850774,-25.432956
confins-mg,curitiba-pr,2020,4,0,0,3363.70185978492,840.92546494623,4,-43.9955960875638,-19.6299482494053,-49.2718478850774,-25.432956
confins-mg,curitiba-pr,2020,6,0,0,1681.85092989246,840.92546494623,2,-43.9955960875638,-19.6299482494053,-49.2718478850774,-25.432956
confins-mg,florianopolis-sc,2020,1,2656388.58248679,2667,26892.5728260755,996.021215780574,27,-43.9955960875638,-19.6299482494053,-48.5476373781933,-27.58779554855
confins-mg,florianopolis-sc,2020,2,2194234.7383646,2203,23904.5091787338,996.021215780574,24,-43.9955960875638,-19.6299482494053,-48.5476373781933,-27.58779554855
confins-mg,florianopolis-sc,2020,3,1257974.79553087,1263,17928.3818840503,996.021215780574,18,-43.9955960875638,-19.6299482494053,-48.5476373781933,-27.58779554855
confins-mg,fortaleza-ce,2020,1,15589767.1423988,8404,155823.469771716,1855.04130680614,84,-43.9955960875638,-19.6299482494053,-38.5899275550432,-3.723805035
confins-mg,fortaleza-ce,2020,2,8254933.81528732,4450,96462.1479539193,1855.04130680614,52,-43.9955960875638,-19.6299482494053,-38.5899275550432,-3.723805035
confins-mg,fortaleza-ce,2020,3,4886178.80212737,2634,77911.7348858579,1855.04130680614,42,-43.9955960875638,-19.6299482494053,-38.5899275550432,-3.723805035
confins-mg,fortaleza-ce,2020,4,0,0,53796.1978973781,1855.04130680614,29,-43.9955960875638,-19.6299482494053,-38.5899275550432,-3.723805035
confins-mg,fortaleza-ce,2020,5,0,0,66781.4870450211,1855.04130680614,36,-43.9955960875638,-19.6299482494053,-38.5899275550432,-3.723805035
confins-mg,fortaleza-ce,2020,6,0,0,55651.2392041842,1855.04130680614,30,-43.9955960875638,-19.6299482494053,-38.5899275550432,-3.723805035
confins-mg,goiania-go,2020,1,4253157.99968597,6588,54875.2929528396,645.591681798113,85,-43.9955960875638,-19.6299482494053,-49.2558142758158,-16.6733097738389
confins-mg,goiania-go,2020,2,4889711.39793891,7574,62622.393134417,645.591681798113,97,-43.9955960875638,-19.6299482494053,-49.2558142758158,-16.6733097738389
confins-mg,goiania-go,2020,3,3566248.45025278,5524,45191.4177258679,645.591681798113,70,-43.9955960875638,-19.6299482494053,-49.2558142758158,-16.6733097738389
confins-mg,goiania-go,2020,5,71660.6766795905,111,645.591681798113,645.591681798113,1,-43.9955960875638,-19.6299482494053,-49.2558142758158,-16.6733097738389
confins-mg,governador valadares-mg,2020,1,323524.831051865,1395,5797.936040356,231.91744161424,25,-43.9955960875638,-19.6299482494053,-41.9470813340288,-18.8528824033102
confins-mg,governador valadares-mg,2020,2,318190.729894737,1372,6493.68836519872,231.91744161424,28,-43.9955960875638,-19.6299482494053,-41.9470813340288,-18.8528824033102
confins-mg,governador valadares-mg,2020,3,222408.826508056,959,4638.3488322848,231.91744161424,20,-43.9955960875638,-19.6299482494053,-41.9470813340288,-18.8528824033102
confins-mg,guarulhos-sp,2020,1,18878283.5875967,37788,266777.903984774,499.584089859127,534,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,2020,2,16220995.813636,32469,239300.779042522,499.584089859127,479,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,2020,3,10499259.2324794,21016,192339.874595764,499.584089859127,385,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,2020,4,929226.407137976,1860,41965.0635481667,499.584089859127,84,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,2020,5,1685097.13509484,3373,55453.8339743631,499.584089859127,111,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
confins-mg,guarulhos-sp,2020,6,1655122.08970329,3313,49458.8248960536,499.584089859127,99,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506
confins-mg,ilheus-ba,2020,1,4109419.2208615,5473,44300.3351052126,750.853137376485,59,-43.9955960875638,-19.6299482494053,-39.0431842869426,-14.7933202697252
confins-mg,ilheus-ba,2020,2,2155699.35740789,2871,24778.153533424,750.853137376485,33,-43.9955960875638,-19.6299482494053,-39.0431842869426,-14.7933202697252
confins-mg,ilheus-ba,2020,3,1263685.83020462,1683,15767.9158849062,750.853137376485,21,-43.9955960875638,-19.6299482494053,-39.0431842869426,-14.7933202697252
confins-mg,ji-parana-ro,2020,1,0,0,2154.95872676729,2154.95872676729,1,-43.9955960875638,-19.6299482494053,-61.9450945826841,-10.882051318349
confins-mg,juazeiro do norte-ce,2020,2,61491.2262006815,42,1464.07681430194,1464.07681430194,1,-43.9955960875638,-19.6299482494053,-39.3169933556143,-7.210766
confins-mg,macapa-ap,2020,1,754760.004688522,327,60011.4988437357,2308.13457091291,26,-43.9955960875638,-19.6299482494053,-51.0574054570359,0.03895101
confins-mg,macapa-ap,2020,2,1184073.03487832,513,62319.6334146486,2308.13457091291,27,-43.9955960875638,-19.6299482494053,-51.0574054570359,0.03895101
confins-mg,macapa-ap,2020,3,1156375.42002737,501,50778.960560084,2308.13457091291,22,-43.9955960875638,-19.6299482494053,-51.0574054570359,0.03895101
confins-mg,manaus-am,2020,2,0,0,5046.00753604874,2523.00376802437,2,-43.9955960875638,-19.6299482494053,-60.023335181061,-3.13469149120195
confins-mg,manaus-am,2020,3,0,0,2523.00376802437,2523.00376802437,1,-43.9955960875638,-19.6299482494053,-60.023335181061,-3.13469149120195
confins-mg,manaus-am,2020,5,0,0,2523.00376802437,2523.00376802437,1,-43.9955960875638,-19.6299482494053,-60.023335181061,-3.13469149120195
confins-mg,manaus-am,2020,6,0,0,2523.00376802437,2523.00376802437,1,-43.9955960875638,-19.6299482494053,-60.023335181061,-3.13469149120195
confins-mg,maraba-pa,2020,1,192637.408179869,115,1675.10789721625,1675.10789721625,1,-43.9955960875638,-19.6299482494053,-49.1420253334067,-5.35260576313025
confins-mg,maraba-pa,2020,2,182586.760796571,109,3350.2157944325,1675.10789721625,2,-43.9955960875638,-19.6299482494053,-49.1420253334067,-5.35260576313025
confins-mg,montes claros-mg,2020,1,1834220.39595705,5695,33173.7841586613,322.075574355935,103,-43.9955960875638,-19.6299482494053,-43.8654224343832,-16.7227066399837
confins-mg,montes claros-mg,2020,2,1747259.99088095,5425,31241.3307125257,322.075574355935,97,-43.9955960875638,-19.6299482494053,-43.8654224343832,-16.7227066399837
confins-mg,montes claros-mg,2020,3,1201986.04349635,3732,24155.6680766951,322.075574355935,75,-43.9955960875638,-19.6299482494053,-43.8654224343832,-16.7227066399837
confins-mg,montes claros-mg,2020,4,116913.433491204,363,4186.98246662715,322.075574355935,13,-43.9955960875638,-19.6299482494053,-43.8654224343832,-16.7227066399837
confins-mg,montes claros-mg,2020,5,127864.003019306,397,3864.90689227122,322.075574355935,12,-43.9955960875638,-19.6299482494053,-43.8654224343832,-16.7227066399837
confins-mg,montes claros-mg,2020,6,221910.070731239,689,3864.90689227122,322.075574355935,12,-43.9955960875638,-19.6299482494053,-43.8654224343832,-16.7227066399837
confins-mg,parauapebas-pa,2020,1,7005980.06130725,4297,63586.9728626909,1630.43520160746,39,-43.9955960875638,-19.6299482494053,-49.9007806342969,-6.07272988763184
confins-mg,parauapebas-pa,2020,2,5196196.98752297,3187,52173.9264514387,1630.43520160746,32,-43.9955960875638,-19.6299482494053,-49.9007806342969,-6.07272988763184
confins-mg,parauapebas-pa,2020,3,4793479.49272593,2940,58695.6672578686,1630.43520160746,36,-43.9955960875638,-19.6299482494053,-49.9007806342969,-6.07272988763184
confins-mg,petrolina-pe,2020,4,0,0,11930.5989705121,1193.05989705121,10,-43.9955960875638,-19.6299482494053,-40.4999993346523,-9.397375515
confins-mg,petrolina-pe,2020,5,0,0,19088.9583528194,1193.05989705121,16,-43.9955960875638,-19.6299482494053,-40.4999993346523,-9.397375515
confins-mg,petrolina-pe,2020,6,0,0,25054.2578380754,1193.05989705121,21,-43.9955960875638,-19.6299482494053,-40.4999993346523,-9.397375515
confins-mg,porto alegre-rs,2020,1,7344119.16095603,5386,76359.2040500442,1363.55721517936,56,-43.9955960875638,-19.6299482494053,-51.2286604637023,-30.0300367747664
confins-mg,porto alegre-rs,2020,2,7659100.87766246,5617,64087.1891134299,1363.55721517936,47,-43.9955960875638,-19.6299482494053,-51.2286604637023,-30.0300367747664
confins-mg,porto alegre-rs,2020,3,6220548.01564824,4562,59996.5174678918,1363.55721517936,44,-43.9955960875638,-19.6299482494053,-51.2286604637023,-30.0300367747664
confins-mg,porto seguro-ba,2020,1,20270944.1393696,32184,156201.657549206,629.845393343573,248,-43.9955960875638,-19.6299482494053,-39.0621135238902,-16.4490561793642
confins-mg,porto seguro-ba,2020,2,15014884.3319174,23839,107703.562261751,629.845393343573,171,-43.9955960875638,-19.6299482494053,-39.0621135238902,-16.4490561793642
confins-mg,porto seguro-ba,2020,3,7248260.78659784,11508,68023.3024811059,629.845393343573,108,-43.9955960875638,-19.6299482494053,-39.0621135238902,-16.4490561793642
confins-mg,porto velho-ro,2020,1,11447901.0023986,4670,71089.7492654302,2451.37066432518,29,-43.9955960875638,-19.6299482494053,-63.8314456543611,-8.76889179
confins-mg,porto velho-ro,2020,2,3441724.41271255,1404,22062.3359789266,2451.37066432518,9,-43.9955960875638,-19.6299482494053,-63.8314456543611,-8.76889179
confins-mg,porto velho-ro,2020,3,242685.695768193,99,2451.37066432518,2451.37066432518,1,-43.9955960875638,-19.6299482494053,-63.8314456543611,-8.76889179
confins-mg,recife-pe,2020,1,18555883.1257771,11501,227491.480804676,1613.41475747997,141,-43.9955960875638,-19.6299482494053,-34.8889419445777,-8.06276248305241
confins-mg,recife-pe,2020,2,14469103.5450804,8968,182315.867595237,1613.41475747997,113,-43.9955960875638,-19.6299482494053,-34.8889419445777,-8.06276248305241
confins-mg,recife-pe,2020,3,9746638.5499365,6041,129073.180598398,1613.41475747997,80,-43.9955960875638,-19.6299482494053,-34.8889419445777,-8.06276248305241
confins-mg,ribeirao preto-sp,2020,1,1031670.49639632,2381,21664.6471313801,433.292942627602,50,-43.9955960875638,-19.6299482494053,-47.8054759155415,-21.1848345
confins-mg,ribeirao preto-sp,2020,2,1011739.02103545,2335,19064.8894756145,433.292942627602,44,-43.9955960875638,-19.6299482494053,-47.8054759155415,-21.1848345
confins-mg,ribeirao preto-sp,2020,3,741364.224835827,1711,15165.2529919661,433.292942627602,35,-43.9955960875638,-19.6299482494053,-47.8054759155415,-21.1848345
confins-mg,rio de janeiro-rj,2020,1,18476614.4019733,50181,182626.905469775,368.199406189062,496,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
confins-mg,rio de janeiro-rj,2020,2,16267049.7654328,44180,164216.935160322,368.199406189062,446,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
confins-mg,rio de janeiro-rj,2020,3,9660079.62077623,26236,119296.607605256,368.199406189062,324,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
confins-mg,rio de janeiro-rj,2020,4,520265.760945145,1413,12518.7798104281,368.199406189062,34,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
confins-mg,rio de janeiro-rj,2020,5,435579.89752166,1183,11414.1815918609,368.199406189062,31,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
confins-mg,rio de janeiro-rj,2020,6,890306.164165152,2418,18409.9703094531,368.199406189062,50,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865
confins-mg,rio largo-al,2020,1,8103195.44950863,5691,95398.7164148794,1423.86143902805,67,-43.9955960875638,-19.6299482494053,-35.8524223085924,-9.48615760833584
confins-mg,rio largo-al,2020,2,2574341.48176271,1808,22781.7830244488,1423.86143902805,16,-43.9955960875638,-19.6299482494053,-35.8524223085924,-9.48615760833584
confins-mg,rio largo-al,2020,3,877098.646441279,616,8543.1686341683,1423.86143902805,6,-43.9955960875638,-19.6299482494053,-35.8524223085924,-9.48615760833584
confins-mg,rio largo-al,2020,6,0,0,1423.86143902805,1423.86143902805,1,-43.9955960875638,-19.6299482494053,-35.8524223085924,-9.48615760833584
confins-mg,salvador-ba,2020,1,17700771.6960201,18850,196257.893075237,939.032981221228,209,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,salvador-ba,2020,2,14674268.3975441,15627,168086.9036386,939.032981221228,179,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,salvador-ba,2020,3,8069110.40763401,8593,123013.320539981,939.032981221228,131,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,salvador-ba,2020,4,807568.363850256,860,24414.8575117519,939.032981221228,26,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,salvador-ba,2020,5,0,0,18780.6596244246,939.032981221228,20,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,salvador-ba,2020,6,0,0,8451.29683099105,939.032981221228,9,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328
confins-mg,santana do paraiso-mg,2020,1,812201.172108596,5267,15883.1822151482,154.205652574254,103,-43.9955960875638,-19.6299482494053,-42.5525829490449,-19.3690985235546
confins-mg,santana do paraiso-mg,2020,2,854299.315261367,5540,17271.0330883165,154.205652574254,112,-43.9955960875638,-19.6299482494053,-42.5525829490449,-19.3690985235546
confins-mg,santana do paraiso-mg,2020,3,535093.614432661,3470,11257.0126379205,154.205652574254,73,-43.9955960875638,-19.6299482494053,-42.5525829490449,-19.3690985235546
confins-mg,sao carlos-sp,2020,4,0,0,483.747505460717,483.747505460717,1,-43.9955960875638,-19.6299482494053,-47.8892376846916,-22.0159985
confins-mg,sao goncalo do amarante-rn,2020,1,7343264.7845795,4089,57467.4671329283,1795.85834790401,32,-43.9955960875638,-19.6299482494053,-35.3311560930852,-5.78955554020528
confins-mg,sao goncalo do amarante-rn,2020,2,3133772.8170925,1745,23346.1585227521,1795.85834790401,13,-43.9955960875638,-19.6299482494053,-35.3311560930852,-5.78955554020528
confins-mg,sao goncalo do amarante-rn,2020,3,899725.032299909,501,8979.29173952005,1795.85834790401,5,-43.9955960875638,-19.6299482494053,-35.3311560930852,-5.78955554020528
confins-mg,sao jose dos campos-sp,2020,2,628525.757961028,1430,12306.7980579782,439.528502070649,28,-43.9955960875638,-19.6299482494053,-45.8841754014597,-23.1840615
confins-mg,sao jose dos campos-sp,2020,3,332283.547565411,756,9230.09854348363,439.528502070649,21,-43.9955960875638,-19.6299482494053,-45.8841754014597,-23.1840615
confins-mg,sao luis-ma,2020,1,6848039.13156165,3620,49184.8114421555,1891.72351700598,26,-43.9955960875638,-19.6299482494053,-44.2979185642444,-2.53188598508339
confins-mg,sao luis-ma,2020,2,7165848.68241865,3788,49184.8114421555,1891.72351700598,26,-43.9955960875638,-19.6299482494053,-44.2979185642444,-2.53188598508339
confins-mg,sao luis-ma,2020,3,5245749.31265758,2773,41617.9173741316,1891.72351700598,22,-43.9955960875638,-19.6299482494053,-44.2979185642444,-2.53188598508339
confins-mg,sao luis-ma,2020,5,4120173.82003902,2178,37834.4703401196,1891.72351700598,20,-43.9955960875638,-19.6299482494053,-44.2979185642444,-2.53188598508339
confins-mg,sao luis-ma,2020,6,5101978.32536513,2697,39726.1938571256,1891.72351700598,21,-43.9955960875638,-19.6299482494053,-44.2979185642444,-2.53188598508339
confins-mg,sao paulo-sp,2020,1,30494169.6481633,59676,319883.205974768,510.995536700907,626,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865
confins-mg,sao paulo-sp,2020,2,29119080.6589012,56985,310685.286314152,510.995536700907,608,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865
confins-mg,sao paulo-sp,2020,3,18126033.6778546,35472,220239.076318091,510.995536700907,431,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865
confins-mg,sao paulo-sp,2020,4,119061.960051311,233,9197.91966061633,510.995536700907,18,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865
confins-mg,sao paulo-sp,2020,5,13796.8794909245,27,1532.98661010272,510.995536700907,3,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865
confins-mg,sao paulo-sp,2020,6,2011789.42799147,3937,27593.758981849,510.995536700907,54,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865
confins-mg,teixeira de freitas-ba,2020,1,733118.43672013,1452,13127.4651203329,504.902504628189,26,-43.9955960875638,-19.6299482494053,-39.7445176868085,-17.5377498816811
confins-mg,teixeira de freitas-ba,2020,2,511466.237188356,1013,11612.7576064483,504.902504628189,23,-43.9955960875638,-19.6299482494053,-39.7445176868085,-17.5377498816811
confins-mg,teixeira de freitas-ba,2020,3,306475.820309311,607,8078.44007405102,504.902504628189,16,-43.9955960875638,-19.6299482494053,-39.7445176868085,-17.5377498816811
confins-mg,teresina-pi,2020,3,4842.4054526577,3,1614.1351508859,1614.1351508859,1,-43.9955960875638,-19.6299482494053,-42.8052704582233,-5.0863419523217
confins-mg,uberaba-mg,2020,1,685571.744019631,1639,12548.5981211647,418.286604038823,30,-43.9955960875638,-19.6299482494053,-47.9836248955742,-19.713534607102
confins-mg,uberaba-mg,2020,2,1006397.56931741,2406,20077.7569938635,418.286604038823,48,-43.9955960875638,-19.6299482494053,-47.9836248955742,-19.713534607102
confins-mg,uberaba-mg,2020,3,664239.127213651,1588,15476.6043494365,418.286604038823,37,-43.9955960875638,-19.6299482494053,-47.9836248955742,-19.713534607102
confins-mg,uberlandia-mg,2020,1,2970733.65151052,6501,49809.255193762,456.965643979468,109,-43.9955960875638,-19.6299482494053,-48.2779501847345,-18.9189986093056
confins-mg,uberlandia-mg,2020,2,2962051.30427491,6482,48438.3582618236,456.965643979468,106,-43.9955960875638,-19.6299482494053,-48.2779501847345,-18.9189986093056
confins-mg,uberlandia-mg,2020,3,2217654.27023236,4853,37928.1484502958,456.965643979468,83,-43.9955960875638,-19.6299482494053,-48.2779501847345,-18.9189986093056
confins-mg,uberlandia-mg,2020,4,289259.252639003,633,5940.55337173308,456.965643979468,13,-43.9955960875638,-19.6299482494053,-48.2779501847345,-18.9189986093056
confins-mg,uberlandia-mg,2020,5,395732.247686219,866,8225.38159163042,456.965643979468,18,-43.9955960875638,-19.6299482494053,-48.2779501847345,-18.9189986093056
confins-mg,uberlandia-mg,2020,6,428176.808408762,937,10053.2441675483,456.965643979468,22,-43.9955960875638,-19.6299482494053,-48.2779501847345,-18.9189986093056
confins-mg,valenca-ba,2020,1,393818.661728743,453,3477.42747663349,869.356869158372,4,-43.9955960875638,-19.6299482494053,-39.0723502471979,-13.370341506502
confins-mg,valenca-ba,2020,2,347742.747663349,400,4346.78434579186,869.356869158372,5,-43.9955960875638,-19.6299482494053,-39.0723502471979,-13.370341506502
confins-mg,valenca-ba,2020,3,195605.295560634,225,2608.07060747512,869.356869158372,3,-43.9955960875638,-19.6299482494053,-39.0723502471979,-13.370341506502
confins-mg,varginha-mg,2020,1,126153.764419528,484,2345.8344623466,260.648273594067,9,-43.9955960875638,-19.6299482494053,-45.4318861442785,-21.5570800390634
confins-mg,varginha-mg,2020,2,115467.185202172,443,2606.48273594067,260.648273594067,10,-43.9955960875638,-19.6299482494053,-45.4318861442785,-21.5570800390634
confins-mg,varginha-mg,2020,3,66465.3097664871,255,1824.53791515847,260.648273594067,7,-43.9955960875638,-19.6299482494053,-45.4318861442785,-21.5570800390634
confins-mg,varzea grande-mt,2020,1,5022800.93803379,3689,103478.685630406,1361.56165303166,76,-43.9955960875638,-19.6299482494053,-56.1446637401866,-15.6580648240885
confins-mg,varzea grande-mt,2020,2,1567157.46263944,1151,39485.2879379181,1361.56165303166,29,-43.9955960875638,-19.6299482494053,-56.1446637401866,-15.6580648240885
confins-mg,varzea grande-mt,2020,3,1522225.9280894,1118,32677.4796727598,1361.56165303166,24,-43.9955960875638,-19.6299482494053,-56.1446637401866,-15.6580648240885
confins-mg,varzea grande-mt,2020,5,458846.27707167,337,12254.0548772849,1361.56165303166,9,-43.9955960875638,-19.6299482494053,-56.1446637401866,-15.6580648240885
confins-mg,varzea grande-mt,2020,6,1033425.29465103,759,23146.5481015382,1361.56165303166,17,-43.9955960875638,-19.6299482494053,-56.1446637401866,-15.6580648240885
confins-mg,vitoria-es,2020,1,6088597.10160984,15533,61148.5963980645,391.978182038875,156,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533
confins-mg,vitoria-es,2020,2,5213309.82111704,13300,49781.2291189371,391.978182038875,127,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533
confins-mg,vitoria-es,2020,3,3343965.87097364,8531,38413.8618398098,391.978182038875,98,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533
confins-mg,vitoria-es,2020,4,490364.705730633,1251,10191.4327330108,391.978182038875,26,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533
confins-mg,vitoria-es,2020,5,489188.771184516,1248,7839.5636407775,391.978182038875,20,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533
confins-mg,vitoria-es,2020,6,706736.662216092,1803,14111.2145533995,391.978182038875,36,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533
confins-mg,vitoria da conquista-ba,2020,1,1664268.04382412,2656,18171.6013821157,626.606944210887,29,-43.9955960875638,-19.6299482494053,-40.8398095371781,-14.8480048115856
confins-mg,vitoria da conquista-ba,2020,2,963094.873252133,1537,10025.7111073742,626.606944210887,16,-43.9955960875638,-19.6299482494053,-40.8398095371781,-14.8480048115856
confins-mg,vitoria da conquista-ba,2020,3,738769.587224636,1179,8145.89027474153,626.606944210887,13,-43.9955960875638,-19.6299482494053,-40.8398095371781,-14.8480048115856
cornelio procopio-pr,curitiba-pr,2020,1,0,0,3715.82373687272,285.832595144055,13,-50.6514844783365,-23.1832575,-49.2718478850774,-25.432956
cornelio procopio-pr,curitiba-pr,2020,2,0,0,2858.32595144055,285.832595144055,10,-50.6514844783365,-23.1832575,-49.2718478850774,-25.432956
cornelio procopio-pr,curitiba-pr,2020,3,0,0,2572.4933562965,285.832595144055,9,-50.6514844783365,-23.1832575,-49.2718478850774,-25.432956
cornelio procopio-pr,telemaco borba-pr,2020,1,0,0,1649.62936462169,126.894566509361,13,-50.6514844783365,-23.1832575,-50.6231227231312,-24.32868597
cornelio procopio-pr,telemaco borba-pr,2020,2,253.789133018722,2,1268.94566509361,126.894566509361,10,-50.6514844783365,-23.1832575,-50.6231227231312,-24.32868597
cornelio procopio-pr,telemaco borba-pr,2020,3,634.472832546805,5,1142.05109858425,126.894566509361,9,-50.6514844783365,-23.1832575,-50.6231227231312,-24.32868597
corumba-ms,bonito-ms,2020,1,791.449272799956,3,5540.14490959969,263.816424266652,21,-57.6489854573401,-19.0063746546458,-56.4928586185731,-21.1243412844496
corumba-ms,bonito-ms,2020,2,1846.71496986656,7,5276.32848533304,263.816424266652,20,-57.6489854573401,-19.0063746546458,-56.4928586185731,-21.1243412844496
corumba-ms,bonito-ms,2020,3,0,0,3165.79709119982,263.816424266652,12,-57.6489854573401,-19.0063746546458,-56.4928586185731,-21.1243412844496
corumba-ms,campinas-sp,2020,1,396116.043818746,335,24831.1549856528,1182.43595169775,21,-57.6489854573401,-19.0063746546458,-47.0601562729731,-22.9073425
corumba-ms,campinas-sp,2020,2,372467.324784791,315,23648.719033955,1182.43595169775,20,-57.6489854573401,-19.0063746546458,-47.0601562729731,-22.9073425
corumba-ms,campinas-sp,2020,3,264865.653180296,224,14189.231420373,1182.43595169775,12,-57.6489854573401,-19.0063746546458,-47.0601562729731,-22.9073425
corumba-ms,campinas-sp,2020,4,0,0,2364.8719033955,1182.43595169775,2,-57.6489854573401,-19.0063746546458,-47.0601562729731,-22.9073425
cruz-ce,campinas-sp,2020,1,1164307.37463511,499,9333.125247576,2333.281311894,4,-40.171278706542,-2.91670805035548,-47.0601562729731,-22.9073425
cruz-ce,campinas-sp,2020,2,263660.788244022,113,2333.281311894,2333.281311894,1,-40.171278706542,-2.91670805035548,-47.0601562729731,-22.9073425
cruz-ce,confins-mg,2020,1,3301239.71974932,1742,54957.492464254,1895.08594704324,29,-40.171278706542,-2.91670805035548,-43.9955960875638,-19.6299482494053
cruz-ce,confins-mg,2020,2,1751059.41506795,924,24636.1173115621,1895.08594704324,13,-40.171278706542,-2.91670805035548,-43.9955960875638,-19.6299482494053
cruz-ce,confins-mg,2020,3,1034716.92708561,546,17055.7735233892,1895.08594704324,9,-40.171278706542,-2.91670805035548,-43.9955960875638,-19.6299482494053
cruz-ce,fortaleza-ce,2020,2,34098.8578821265,173,6898.61286632616,197.103224752176,35,-40.171278706542,-2.91670805035548,-38.5899275550432,-3.723805035
cruz-ce,fortaleza-ce,2020,3,53217.8706830875,270,11826.1934851306,197.103224752176,60,-40.171278706542,-2.91670805035548,-38.5899275550432,-3.723805035
cruz-ce,guarulhos-sp,2020,1,18808924.7628728,7920,140116.990026451,2374.86423773646,59,-40.171278706542,-2.91670805035548,-46.5310840856611,-23.468506
cruz-ce,guarulhos-sp,2020,2,8447392.09362859,3557,73620.7913698303,2374.86423773646,31,-40.171278706542,-2.91670805035548,-46.5310840856611,-23.468506
cruz-ce,guarulhos-sp,2020,3,2997078.66802341,1262,26123.5066151011,2374.86423773646,11,-40.171278706542,-2.91670805035548,-46.5310840856611,-23.468506
cruzeiro do sul-ac,brasilia-df,2020,1,586187.267309953,206,85367.0777635854,2845.56925878618,30,-72.6725313174358,-7.63069000500981,-47.8879054780313,-15.794087361891
cruzeiro do sul-ac,brasilia-df,2020,2,284556.925878618,100,82521.5085047992,2845.56925878618,29,-72.6725313174358,-7.63069000500981,-47.8879054780313,-15.794087361891
cruzeiro do sul-ac,brasilia-df,2020,3,179270.863303529,63,62602.523693296,2845.56925878618,22,-72.6725313174358,-7.63069000500981,-47.8879054780313,-15.794087361891
cruzeiro do sul-ac,confins-mg,2020,3,0,0,3367.1987847767,3367.1987847767,1,-72.6725313174358,-7.63069000500981,-43.9955960875638,-19.6299482494053
cruzeiro do sul-ac,sena madureira-ac,2020,1,557448.369358301,1186,14100.7176060278,470.023920200928,30,-72.6725313174358,-7.63069000500981,-68.655684061692,-9.065339505
cruzeiro do sul-ac,sena madureira-ac,2020,2,430541.91090405,916,13630.6936858269,470.023920200928,29,-72.6725313174358,-7.63069000500981,-68.655684061692,-9.065339505
