name_muni_uf_from,name_muni_uf_to,year,month,total_passdist,total_pass,total_dist,dist_pair,n_flights,lon_from,lat_from,lon_to,lat_to
altamira-pa,belem-pa,2020,4,38864.6488870986,85,9144.6232675526,457.23116337763,20,-52.2143763052078,-3.20565951,-48.4878256874876,-1.459845
altamira-pa,belem-pa,2020,5,114765.022007785,251,15088.6283914618,457.23116337763,33,-52.2143763052078,-3.20565951,-48.4878256874876,-1.459845
altamira-pa,belem-pa,2020,6,256506.68265485,561,10516.3167576855,457.23116337763,23,-52.2143763052078,-3.20565951,-48.4878256874876,-1.459845
altamira-pa,breves-pa,2020,4,0,0,1021.59903511057,255.399758777643,4,-52.2143763052078,-3.20565951,-50.4808947990195,-1.6907365
altamira-pa,breves-pa,2020,5,0,0,1276.99879388822,255.399758777643,5,-52.2143763052078,-3.20565951,-50.4808947990195,-1.6907365
altamira-pa,itaituba-pa,2020,1,71845.3933864623,165,6966.82602535392,435.42662658462,16,-52.2143763052078,-3.20565951,-55.9900488572777,-4.26372948
altamira-pa,itaituba-pa,2020,2,56170.034829416,129,3483.41301267696,435.42662658462,8,-52.2143763052078,-3.20565951,-55.9900488572777,-4.26372948
altamira-pa,itaituba-pa,2020,3,16981.6384368002,39,435.42662658462,435.42662658462,1,-52.2143763052078,-3.20565951,-55.9900488572777,-4.26372948
altamira-pa,manaus-am,2020,1,71176.1054435532,82,19096.0282897338,868.00128589699,22,-52.2143763052078,-3.20565951,-60.023335181061,-3.13469149120195
altamira-pa,manaus-am,2020,2,18228.0270038368,21,8680.0128589699,868.00128589699,10,-52.2143763052078,-3.20565951,-60.023335181061,-3.13469149120195
altamira-pa,manaus-am,2020,3,0,0,868.00128589699,868.00128589699,1,-52.2143763052078,-3.20565951,-60.023335181061,-3.13469149120195
altamira-pa,parintins-am,2020,1,0,0,3040.69368426733,506.782280711222,6,-52.2143763052078,-3.20565951,-56.7362921451951,-2.62705258583723
altamira-pa,parintins-am,2020,2,0,0,1013.56456142244,506.782280711222,2,-52.2143763052078,-3.20565951,-56.7362921451951,-2.62705258583723
altamira-pa,santarem-pa,2020,1,26202.4013965271,90,1746.82675976847,291.137793294745,6,-52.2143763052078,-3.20565951,-54.7185701672711,-2.43621332999996
altamira-pa,santarem-pa,2020,2,6987.30703907388,24,582.27558658949,291.137793294745,2,-52.2143763052078,-3.20565951,-54.7185701672711,-2.43621332999996
aracaju-se,bayeux-pb,2020,4,0,0,478.103639569286,478.103639569286,1,-37.0482126395122,-10.9072157978835,-34.9291858200857,-7.132276485
aracaju-se,brasilia-df,2020,1,3313438.55551655,2564,38768.7818508177,1292.29272836059,30,-37.0482126395122,-10.9072157978835,-47.8879054780313,-15.794087361891
aracaju-se,brasilia-df,2020,2,2504463.30756282,1938,34891.9036657359,1292.29272836059,27,-37.0482126395122,-10.9072157978835,-47.8879054780313,-15.794087361891
aracaju-se,brasilia-df,2020,3,1785948.55059434,1382,27138.1472955724,1292.29272836059,21,-37.0482126395122,-10.9072157978835,-47.8879054780313,-15.794087361891
aracaju-se,campinas-sp,2020,1,3316725.23635516,1949,44245.693250505,1701.75743271173,26,-37.0482126395122,-10.9072157978835,-47.0601562729731,-22.9073425
aracaju-se,campinas-sp,2020,2,818545.325134342,481,10210.5445962704,1701.75743271173,6,-37.0482126395122,-10.9072157978835,-47.0601562729731,-22.9073425
aracaju-se,confins-mg,2020,1,2374336.17019067,1947,35365.0482462914,1219.48442228591,29,-37.0482126395122,-10.9072157978835,-43.9955960875638,-19.6299482494053
aracaju-se,confins-mg,2020,2,303651.621149192,249,2438.96884457182,1219.48442228591,2,-37.0482126395122,-10.9072157978835,-43.9955960875638,-19.6299482494053
aracaju-se,confins-mg,2020,4,0,0,4877.93768914364,1219.48442228591,4,-37.0482126395122,-10.9072157978835,-43.9955960875638,-19.6299482494053
aracaju-se,confins-mg,2020,5,0,0,2438.96884457182,1219.48442228591,2,-37.0482126395122,-10.9072157978835,-43.9955960875638,-19.6299482494053
aracaju-se,confins-mg,2020,6,0,0,7316.90653371546,1219.48442228591,6,-37.0482126395122,-10.9072157978835,-43.9955960875638,-19.6299482494053
aracaju-se,curitiba-pr,2020,3,0,0,2060.38951519286,2060.38951519286,1,-37.0482126395122,-10.9072157978835,-49.2718478850774,-25.432956
aracaju-se,goiania-go,2020,1,0,0,1465.37881824343,1465.37881824343,1,-37.0482126395122,-10.9072157978835,-49.2558142758158,-16.6733097738389
aracaju-se,guarulhos-sp,2020,1,33914757.132999,19763,262559.218810345,1716.07332555781,153,-37.0482126395122,-10.9072157978835,-46.5310840856611,-23.468506
aracaju-se,guarulhos-sp,2020,2,25104436.6795852,14629,221373.458996958,1716.07332555781,129,-37.0482126395122,-10.9072157978835,-46.5310840856611,-23.468506
aracaju-se,guarulhos-sp,2020,3,16697393.4576775,9730,173323.405881339,1716.07332555781,101,-37.0482126395122,-10.9072157978835,-46.5310840856611,-23.468506
aracaju-se,guarulhos-sp,2020,4,3166155.28565416,1845,32605.3931855984,1716.07332555781,19,-37.0482126395122,-10.9072157978835,-46.5310840856611,-23.468506
aracaju-se,guarulhos-sp,2020,5,3468184.19095233,2021,58346.4930689655,1716.07332555781,34,-37.0482126395122,-10.9072157978835,-46.5310840856611,-23.468506
aracaju-se,guarulhos-sp,2020,6,4916550.07772313,2865,68642.9330223124,1716.07332555781,40,-37.0482126395122,-10.9072157978835,-46.5310840856611,-23.468506
aracaju-se,porto seguro-ba,2020,4,0,0,650.658106546003,650.658106546003,1,-37.0482126395122,-10.9072157978835,-39.0621135238902,-16.4490561793642
aracaju-se,recife-pe,2020,1,937172.4528003,2379,47666.1903273797,393.935457251072,121,-37.0482126395122,-10.9072157978835,-34.8889419445777,-8.06276248305241
aracaju-se,recife-pe,2020,2,948596.581060581,2408,43726.835754869,393.935457251072,111,-37.0482126395122,-10.9072157978835,-34.8889419445777,-8.06276248305241
aracaju-se,recife-pe,2020,3,558600.47838202,1418,33484.5138663411,393.935457251072,85,-37.0482126395122,-10.9072157978835,-34.8889419445777,-8.06276248305241
aracaju-se,recife-pe,2020,6,39393.5457251072,100,5909.03185876608,393.935457251072,15,-37.0482126395122,-10.9072157978835,-34.8889419445777,-8.06276248305241
aracaju-se,rio de janeiro-rj,2020,1,8299346.00287578,5613,72451.0875006081,1478.59362246139,49,-37.0482126395122,-10.9072157978835,-43.2278751249952,-22.8766521181865
aracaju-se,rio de janeiro-rj,2020,2,7594056.8449617,5136,73929.6811230695,1478.59362246139,50,-37.0482126395122,-10.9072157978835,-43.2278751249952,-22.8766521181865
aracaju-se,rio de janeiro-rj,2020,3,5800522.78091603,3923,60622.338520917,1478.59362246139,41,-37.0482126395122,-10.9072157978835,-43.2278751249952,-22.8766521181865
aracaju-se,rio de janeiro-rj,2020,6,1166610.36812204,789,11828.7489796911,1478.59362246139,8,-37.0482126395122,-10.9072157978835,-43.2278751249952,-22.8766521181865
aracaju-se,salvador-ba,2020,1,484118.503519294,1723,7586.30272491058,280.974174996688,27,-37.0482126395122,-10.9072157978835,-38.4880614840078,-13.0147719115328
aracaju-se,salvador-ba,2020,2,299237.496371473,1065,7586.30272491058,280.974174996688,27,-37.0482126395122,-10.9072157978835,-38.4880614840078,-13.0147719115328
aracaju-se,salvador-ba,2020,3,120537.921073579,429,6181.43184992714,280.974174996688,22,-37.0482126395122,-10.9072157978835,-38.4880614840078,-13.0147719115328
aracaju-se,salvador-ba,2020,4,0,0,1404.87087498344,280.974174996688,5,-37.0482126395122,-10.9072157978835,-38.4880614840078,-13.0147719115328
aracaju-se,salvador-ba,2020,5,0,0,561.948349993376,280.974174996688,2,-37.0482126395122,-10.9072157978835,-38.4880614840078,-13.0147719115328
aracaju-se,salvador-ba,2020,6,0,0,1685.84504998013,280.974174996688,6,-37.0482126395122,-10.9072157978835,-38.4880614840078,-13.0147719115328
aracaju-se,sao paulo-sp,2020,1,8829487.22027487,5112,100178.063140834,1727.20798518679,58,-37.0482126395122,-10.9072157978835,-46.5703831821127,-23.5673865
aracaju-se,sao paulo-sp,2020,2,5178169.53959,2998,65633.903437098,1727.20798518679,38,-37.0482126395122,-10.9072157978835,-46.5703831821127,-23.5673865
aracaju-se,sao paulo-sp,2020,3,3908671.67047771,2263,44907.4076148565,1727.20798518679,26,-37.0482126395122,-10.9072157978835,-46.5703831821127,-23.5673865
aracaju-se,vitoria da conquista-ba,2020,4,0,0,1798.36611050782,599.455370169274,3,-37.0482126395122,-10.9072157978835,-40.8398095371781,-14.8480048115856
aracaju-se,vitoria da conquista-ba,2020,5,0,0,1198.91074033855,599.455370169274,2,-37.0482126395122,-10.9072157978835,-40.8398095371781,-14.8480048115856
aracaju-se,vitoria da conquista-ba,2020,6,0,0,2997.27685084637,599.455370169274,5,-37.0482126395122,-10.9072157978835,-40.8398095371781,-14.8480048115856
aracati-ce,fortaleza-ce,2020,2,0,0,260.208822394414,130.104411197207,2,-37.7727525989113,-4.56706647,-38.5899275550432,-3.723805035
aracati-ce,fortaleza-ce,2020,3,0,0,780.626467183242,130.104411197207,6,-37.7727525989113,-4.56706647,-38.5899275550432,-3.723805035
aracati-ce,mossoro-rn,2020,1,166.506728230358,2,333.013456460717,83.2533641151792,4,-37.7727525989113,-4.56706647,-37.3568741367043,-5.19380123470868
aracati-ce,mossoro-rn,2020,2,666.026912921434,8,1082.29373349733,83.2533641151792,13,-37.7727525989113,-4.56706647,-37.3568741367043,-5.19380123470868
aracati-ce,mossoro-rn,2020,3,0,0,749.280277036613,83.2533641151792,9,-37.7727525989113,-4.56706647,-37.3568741367043,-5.19380123470868
aracati-ce,recife-pe,2020,1,19046.7216110126,38,6014.75419295136,501.22951607928,12,-37.7727525989113,-4.56706647,-34.8889419445777,-8.06276248305241
aracati-ce,recife-pe,2020,2,22054.0987074883,44,4511.06564471352,501.22951607928,9,-37.7727525989113,-4.56706647,-34.8889419445777,-8.06276248305241
aracati-ce,recife-pe,2020,3,4511.06564471352,9,2506.1475803964,501.22951607928,5,-37.7727525989113,-4.56706647,-34.8889419445777,-8.06276248305241
aracatuba-sp,belo horizonte-mg,2020,1,0,0,693.343740577019,693.343740577019,1,-50.4392260727526,-21.205476,-43.9264531735305,-19.937524293775
aracatuba-sp,campinas-sp,2020,1,564109.008623548,1423,31317.3659039074,396.422353214018,79,-50.4392260727526,-21.205476,-47.0601562729731,-22.9073425
aracatuba-sp,campinas-sp,2020,2,631104.386316717,1592,28938.8317846233,396.422353214018,73,-50.4392260727526,-21.205476,-47.0601562729731,-22.9073425
aracatuba-sp,campinas-sp,2020,3,410297.135576509,1035,21803.229426771,396.422353214018,55,-50.4392260727526,-21.205476,-47.0601562729731,-22.9073425
aracatuba-sp,campinas-sp,2020,5,69373.9118124532,175,13478.3600092766,396.422353214018,34,-50.4392260727526,-21.205476,-47.0601562729731,-22.9073425
aracatuba-sp,campinas-sp,2020,6,128044.420088128,323,13081.9376560626,396.422353214018,33,-50.4392260727526,-21.205476,-47.0601562729731,-22.9073425
aracatuba-sp,guarulhos-sp,2020,1,897622.976392055,1893,12328.6832468005,474.180124876944,26,-50.4392260727526,-21.205476,-46.5310840856611,-23.468506
aracatuba-sp,guarulhos-sp,2020,2,777181.224673311,1639,10906.1428721697,474.180124876944,23,-50.4392260727526,-21.205476,-46.5310840856611,-23.468506
aracatuba-sp,guarulhos-sp,2020,3,528710.839237793,1115,9009.42237266194,474.180124876944,19,-50.4392260727526,-21.205476,-46.5310840856611,-23.468506
aracatuba-sp,ribeirao preto-sp,2020,2,0,0,273.480938353783,273.480938353783,1,-50.4392260727526,-21.205476,-47.8054759155415,-21.1848345
aracatuba-sp,rio de janeiro-rj,2020,2,0,0,1533.98893456438,766.994467282189,2,-50.4392260727526,-21.205476,-43.2278751249952,-22.8766521181865
aracatuba-sp,sao paulo-sp,2020,1,436041.403267919,915,10484.0555976986,476.547981713573,22,-50.4392260727526,-21.205476,-46.5703831821127,-23.5673865
aracatuba-sp,sao paulo-sp,2020,2,329771.203345793,692,9054.41165255789,476.547981713573,19,-50.4392260727526,-21.205476,-46.5703831821127,-23.5673865
aracatuba-sp,sao paulo-sp,2020,3,184900.616904866,388,6195.12376227645,476.547981713573,13,-50.4392260727526,-21.205476,-46.5703831821127,-23.5673865
araguaina-to,brasilia-df,2020,1,1709345.63458069,1795,29520.7324078003,952.281690574202,31,-48.2087052518558,-7.19132893965495,-47.8879054780313,-15.794087361891
araguaina-to,brasilia-df,2020,2,1582692.16973432,1662,27616.1690266519,952.281690574202,29,-48.2087052518558,-7.19132893965495,-47.8879054780313,-15.794087361891
araguaina-to,brasilia-df,2020,3,940854.310287312,988,20950.1971926324,952.281690574202,22,-48.2087052518558,-7.19132893965495,-47.8879054780313,-15.794087361891
arapongas-pr,curitiba-pr,2020,1,5643.44353759239,18,4075.82033270562,313.524640977355,13,-51.4382797346677,-23.4135165319918,-49.2718478850774,-25.432956
arapongas-pr,curitiba-pr,2020,2,4389.34497368297,14,2508.19712781884,313.524640977355,8,-51.4382797346677,-23.4135165319918,-49.2718478850774,-25.432956
arapongas-pr,curitiba-pr,2020,3,1254.09856390942,4,2821.7217687962,313.524640977355,9,-51.4382797346677,-23.4135165319918,-49.2718478850774,-25.432956
araraquara-sp,campinas-sp,2020,1,2193.60186496754,13,1349.90883998002,168.738604997503,8,-48.1744399375437,-21.7903595,-47.0601562729731,-22.9073425
araraquara-sp,campinas-sp,2020,2,3206.03349495256,19,1687.38604997503,168.738604997503,10,-48.1744399375437,-21.7903595,-47.0601562729731,-22.9073425
araraquara-sp,campinas-sp,2020,3,4387.20372993508,26,1518.64744497753,168.738604997503,9,-48.1744399375437,-21.7903595,-47.0601562729731,-22.9073425
araxa-mg,confins-mg,2020,1,10502.6198955091,34,1235.60234064812,308.900585162031,4,-46.9400098900213,-19.5913298027837,-43.9955960875638,-19.6299482494053
araxa-mg,confins-mg,2020,2,22858.6433019903,74,2471.20468129625,308.900585162031,8,-46.9400098900213,-19.5913298027837,-43.9955960875638,-19.6299482494053
araxa-mg,confins-mg,2020,3,11738.2222361572,38,1853.40351097219,308.900585162031,6,-46.9400098900213,-19.5913298027837,-43.9955960875638,-19.6299482494053
araxa-mg,uberaba-mg,2020,1,0,0,441.126589208688,110.281647302172,4,-46.9400098900213,-19.5913298027837,-47.9836248955742,-19.713534607102
arealva-sp,campinas-sp,2020,1,27299.7701375671,127,10532.9821790613,214.958819980843,49,-48.9204148013707,-22.0247674993088,-47.0601562729731,-22.9073425
arealva-sp,campinas-sp,2020,2,25580.0995777203,119,8168.43515927203,214.958819980843,38,-48.9204148013707,-22.0247674993088,-47.0601562729731,-22.9073425
arealva-sp,campinas-sp,2020,3,11607.7762789655,54,7308.59987934866,214.958819980843,34,-48.9204148013707,-22.0247674993088,-47.0601562729731,-22.9073425
arealva-sp,campinas-sp,2020,5,49655.4874155747,231,8383.39397925288,214.958819980843,39,-48.9204148013707,-22.0247674993088,-47.0601562729731,-22.9073425
arealva-sp,campinas-sp,2020,6,119302.145089368,555,16336.8703185441,214.958819980843,76,-48.9204148013707,-22.0247674993088,-47.0601562729731,-22.9073425
arealva-sp,guarulhos-sp,2020,1,474480.572811342,1620,21380.914700758,292.889242476137,73,-48.9204148013707,-22.0247674993088,-46.5310840856611,-23.468506
arealva-sp,guarulhos-sp,2020,2,361132.435973077,1233,15523.1298512353,292.889242476137,53,-48.9204148013707,-22.0247674993088,-46.5310840856611,-23.468506
arealva-sp,guarulhos-sp,2020,3,259792.758076334,887,10836.9019716171,292.889242476137,37,-48.9204148013707,-22.0247674993088,-46.5310840856611,-23.468506
arealva-sp,marilia-sp,2020,1,4772.27864786557,44,5097.66128294731,108.460878360581,47,-48.9204148013707,-22.0247674993088,-49.9516456431033,-22.214933
arealva-sp,marilia-sp,2020,2,2169.21756721162,20,4338.43513442324,108.460878360581,40,-48.9204148013707,-22.0247674993088,-49.9516456431033,-22.214933
arealva-sp,marilia-sp,2020,3,650.765270163486,6,3796.13074262034,108.460878360581,35,-48.9204148013707,-22.0247674993088,-49.9516456431033,-22.214933
arealva-sp,porto seguro-ba,2020,1,495571.093584651,411,4823.07633659028,1205.76908414757,4,-48.9204148013707,-22.0247674993088,-39.0621135238902,-16.4490561793642
arealva-sp,porto seguro-ba,2020,2,121782.677498905,101,3617.30725244271,1205.76908414757,3,-48.9204148013707,-22.0247674993088,-39.0621135238902,-16.4490561793642
arealva-sp,ribeirao preto-sp,2020,1,1037.7238108721,7,296.492517392028,148.246258696014,2,-48.9204148013707,-22.0247674993088,-47.8054759155415,-21.1848345
arealva-sp,rio de janeiro-rj,2020,2,0,0,593.45063907958,593.45063907958,1,-48.9204148013707,-22.0247674993088,-43.2278751249952,-22.8766521181865
arealva-sp,sao paulo-sp,2020,1,167623.500328408,567,13303.4524070165,295.632275711477,45,-48.9204148013707,-22.0247674993088,-46.5703831821127,-23.5673865
arealva-sp,sao paulo-sp,2020,2,131260.730415896,444,8573.33599563283,295.632275711477,29,-48.9204148013707,-22.0247674993088,-46.5703831821127,-23.5673865
arealva-sp,sao paulo-sp,2020,3,51440.015973797,174,3547.58730853772,295.632275711477,12,-48.9204148013707,-22.0247674993088,-46.5703831821127,-23.5673865
aripuana-mt,juina-mt,2020,1,24850.1415246064,158,4875.66067887846,157.279376738015,31,-59.4486163791619,-10.1725236954826,-58.7622171517695,-11.4220180322681
aripuana-mt,juina-mt,2020,2,30984.037217389,197,5032.94005561648,157.279376738015,32,-59.4486163791619,-10.1725236954826,-58.7622171517695,-11.4220180322681
aripuana-mt,juina-mt,2020,3,24221.0240176543,154,4246.54317192641,157.279376738015,27,-59.4486163791619,-10.1725236954826,-58.7622171517695,-11.4220180322681
aripuana-mt,juina-mt,2020,5,3302.86691149832,21,471.838130214045,157.279376738015,3,-59.4486163791619,-10.1725236954826,-58.7622171517695,-11.4220180322681
aripuana-mt,juina-mt,2020,6,2673.74940454626,17,1887.35252085618,157.279376738015,12,-59.4486163791619,-10.1725236954826,-58.7622171517695,-11.4220180322681
aripuana-mt,tangara da serra-mt,2020,5,0,0,1609.28913410434,536.429711368113,3,-59.4486163791619,-10.1725236954826,-57.4912991530603,-14.623784750468
aripuana-mt,tangara da serra-mt,2020,6,0,0,4291.4376909449,536.429711368113,8,-59.4486163791619,-10.1725236954826,-57.4912991530603,-14.623784750468
aripuana-mt,varzea grande-mt,2020,5,0,0,2114.37664081802,704.792213606007,3,-59.4486163791619,-10.1725236954826,-56.1446637401866,-15.6580648240885
aripuana-mt,varzea grande-mt,2020,6,0,0,5638.33770884806,704.792213606007,8,-59.4486163791619,-10.1725236954826,-56.1446637401866,-15.6580648240885
bage-rs,caxias do sul-rs,2020,3,0,0,370.041245714004,370.041245714004,1,-54.10708328517,-31.3305018415474,-51.178860205883,-29.1668990110621
bage-rs,porto alegre-rs,2020,1,43257.6305644848,139,8402.5613326697,311.205975284063,27,-54.10708328517,-31.3305018415474,-51.2286604637023,-30.0300367747664
bage-rs,porto alegre-rs,2020,2,33921.4513059629,109,7780.14938210158,311.205975284063,25,-54.10708328517,-31.3305018415474,-51.2286604637023,-30.0300367747664
bage-rs,porto alegre-rs,2020,3,23340.4481463047,75,5290.50157982907,311.205975284063,17,-54.10708328517,-31.3305018415474,-51.2286604637023,-30.0300367747664
barra do garcas-mt,goiania-go,2020,1,18296.1774958629,55,2661.26218121642,332.657772652053,8,-52.2603297567721,-15.8887114516953,-49.2558142758158,-16.6733097738389
barra do garcas-mt,goiania-go,2020,2,1995.94663591232,6,332.657772652053,332.657772652053,1,-52.2603297567721,-15.8887114516953,-49.2558142758158,-16.6733097738389
barra do garcas-mt,varzea grande-mt,2020,1,18764.9195164356,45,3335.98569181078,416.998211476347,8,-52.2603297567721,-15.8887114516953,-56.1446637401866,-15.6580648240885
barra do garcas-mt,varzea grande-mt,2020,2,33359.8569181078,80,5837.97496066886,416.998211476347,14,-52.2603297567721,-15.8887114516953,-56.1446637401866,-15.6580648240885
barra do garcas-mt,varzea grande-mt,2020,3,28772.876591868,69,3752.98390328712,416.998211476347,9,-52.2603297567721,-15.8887114516953,-56.1446637401866,-15.6580648240885
barreiras-ba,brasilia-df,2020,1,543608.336709643,1066,12748.7883843725,509.9515353749,25,-45.0041684370285,-12.1449248883906,-47.8879054780313,-15.794087361891
barreiras-ba,brasilia-df,2020,2,531369.499860646,1042,12238.8368489976,509.9515353749,24,-45.0041684370285,-12.1449248883906,-47.8879054780313,-15.794087361891
barreiras-ba,brasilia-df,2020,3,309030.630437189,606,9179.1276367482,509.9515353749,18,-45.0041684370285,-12.1449248883906,-47.8879054780313,-15.794087361891
barreiras-ba,confins-mg,2020,1,163715.850227792,196,18376.2689031195,835.284950141796,22,-45.0041684370285,-12.1449248883906,-43.9955960875638,-19.6299482494053
