name_muni_uf_from,name_muni_uf_to,sg_iata_origem,sg_iata_destino,year,month,total_pass,dist_pair,n_flights,lon_from,lat_from,lon_to,lat_to,travel_time,top_plane,hourss,minutess
Campo Grande-MS,Guarulhos-SP,CGR,GRU,2020,6,1794,898.908844347678,50,-54.6157435664588,-20.4580299878639,-46.5310840856611,-23.468506,1 hora e 44 minutos,AIRBUS A320-100/200,1,44
Campo Grande-MS,Guarulhos-SP,CGR,GRU,2020,7,0,898.908844347678,1,-54.6157435664588,-20.4580299878639,-46.5310840856611,-23.468506,1 hora e 44 minutos,AIRBUS A320-100/200,1,44
Confins-MG,Brasilia-DF,CNF,BSB,2020,1,31341,592.129265664869,370,-43.9955960875638,-19.6299482494053,-47.8879054780313,-15.794087361891,1 hora e 19 minutos,AIRBUS A320-100/200,1,19
Confins-MG,Brasilia-DF,CNF,BSB,2020,2,27513,592.129265664869,336,-43.9955960875638,-19.6299482494053,-47.8879054780313,-15.794087361891,1 hora e 19 minutos,AIRBUS A320-100/200,1,19
Confins-MG,Brasilia-DF,CNF,BSB,2020,3,16822,592.129265664869,248,-43.9955960875638,-19.6299482494053,-47.8879054780313,-15.794087361891,1 hora e 19 minutos,AIRBUS A320-100/200,1,19
Confins-MG,Brasilia-DF,CNF,BSB,2020,4,35,592.129265664869,2,-43.9955960875638,-19.6299482494053,-47.8879054780313,-15.794087361891,1 hora e 19 minutos,AIRBUS A320-100/200,1,19
Confins-MG,Brasilia-DF,CNF,BSB,2020,6,599,592.129265664869,8,-43.9955960875638,-19.6299482494053,-47.8879054780313,-15.794087361891,1 hora e 19 minutos,AIRBUS A320-100/200,1,19
Confins-MG,Campinas-SP,CNF,VCP,2020,1,12972,482.484449301083,266,-43.9955960875638,-19.6299482494053,-47.0601562729731,-22.9073425,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Confins-MG,Campinas-SP,CNF,VCP,2020,2,11185,482.484449301083,275,-43.9955960875638,-19.6299482494053,-47.0601562729731,-22.9073425,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Confins-MG,Campinas-SP,CNF,VCP,2020,3,8088,482.484449301083,187,-43.9955960875638,-19.6299482494053,-47.0601562729731,-22.9073425,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Confins-MG,Campinas-SP,CNF,VCP,2020,4,1411,482.484449301083,75,-43.9955960875638,-19.6299482494053,-47.0601562729731,-22.9073425,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Confins-MG,Campinas-SP,CNF,VCP,2020,5,2143,482.484449301083,99,-43.9955960875638,-19.6299482494053,-47.0601562729731,-22.9073425,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Confins-MG,Campinas-SP,CNF,VCP,2020,6,2539,482.484449301083,112,-43.9955960875638,-19.6299482494053,-47.0601562729731,-22.9073425,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Confins-MG,Guarulhos-SP,CNF,GRU,2020,1,37788,499.584089859127,534,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506,1 hora e 16 minutos,AIRBUS A320-100/200,1,16
Confins-MG,Guarulhos-SP,CNF,GRU,2020,2,32469,499.584089859127,479,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506,1 hora e 16 minutos,AIRBUS A320-100/200,1,16
Confins-MG,Guarulhos-SP,CNF,GRU,2020,3,21016,499.584089859127,385,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506,1 hora e 16 minutos,AIRBUS A320-100/200,1,16
Confins-MG,Guarulhos-SP,CNF,GRU,2020,4,1860,499.584089859127,84,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506,1 hora e 16 minutos,AIRBUS A320-100/200,1,16
Confins-MG,Guarulhos-SP,CNF,GRU,2020,5,3373,499.584089859127,111,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506,1 hora e 16 minutos,AIRBUS A320-100/200,1,16
Confins-MG,Guarulhos-SP,CNF,GRU,2020,6,3313,499.584089859127,99,-43.9955960875638,-19.6299482494053,-46.5310840856611,-23.468506,1 hora e 16 minutos,AIRBUS A320-100/200,1,16
Confins-MG,Porto Seguro-BA,CNF,BPS,2020,1,32184,629.845393343573,248,-43.9955960875638,-19.6299482494053,-39.0621135238902,-16.4490561793642,1 hora e 14 minutos,EMBRAER 195/ERJ-190-200,1,14
Confins-MG,Porto Seguro-BA,CNF,BPS,2020,2,23839,629.845393343573,171,-43.9955960875638,-19.6299482494053,-39.0621135238902,-16.4490561793642,1 hora e 14 minutos,EMBRAER 195/ERJ-190-200,1,14
Confins-MG,Porto Seguro-BA,CNF,BPS,2020,3,11508,629.845393343573,108,-43.9955960875638,-19.6299482494053,-39.0621135238902,-16.4490561793642,1 hora e 14 minutos,EMBRAER 195/ERJ-190-200,1,14
Confins-MG,Recife-PE,CNF,REC,2020,1,11501,1613.41475747997,141,-43.9955960875638,-19.6299482494053,-34.8889419445777,-8.06276248305241,2 horas e 25 minutos,AIRBUS A320-100/200,2,25
Confins-MG,Recife-PE,CNF,REC,2020,2,8968,1613.41475747997,113,-43.9955960875638,-19.6299482494053,-34.8889419445777,-8.06276248305241,2 horas e 25 minutos,AIRBUS A320-100/200,2,25
Confins-MG,Recife-PE,CNF,REC,2020,3,6041,1613.41475747997,80,-43.9955960875638,-19.6299482494053,-34.8889419445777,-8.06276248305241,2 horas e 25 minutos,AIRBUS A320-100/200,2,25
Confins-MG,Rio de Janeiro-RJ,CNF,GIG,2020,1,10255,368.199406189062,115,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 1 minutos,,1,1
Confins-MG,Rio de Janeiro-RJ,CNF,GIG,2020,2,9122,368.199406189062,110,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 1 minutos,,1,1
Confins-MG,Rio de Janeiro-RJ,CNF,GIG,2020,3,3990,368.199406189062,68,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 1 minutos,,1,1
Confins-MG,Rio de Janeiro-RJ,CNF,GIG,2020,5,0,368.199406189062,1,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 1 minutos,,1,1
Confins-MG,Rio de Janeiro-RJ,CNF,GIG,2020,6,0,368.199406189062,3,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 1 minutos,,1,1
Confins-MG,Rio de Janeiro-RJ,CNF,SDU,2020,1,39926,368.199406189062,381,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 5 minutos,EMBRAER 195/ERJ-190-200,1,5
Confins-MG,Rio de Janeiro-RJ,CNF,SDU,2020,2,35058,368.199406189062,336,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 5 minutos,EMBRAER 195/ERJ-190-200,1,5
Confins-MG,Rio de Janeiro-RJ,CNF,SDU,2020,3,22246,368.199406189062,256,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 5 minutos,EMBRAER 195/ERJ-190-200,1,5
Confins-MG,Rio de Janeiro-RJ,CNF,SDU,2020,4,1413,368.199406189062,34,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 5 minutos,EMBRAER 195/ERJ-190-200,1,5
Confins-MG,Rio de Janeiro-RJ,CNF,SDU,2020,5,1183,368.199406189062,30,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 5 minutos,EMBRAER 195/ERJ-190-200,1,5
Confins-MG,Rio de Janeiro-RJ,CNF,SDU,2020,6,2418,368.199406189062,47,-43.9955960875638,-19.6299482494053,-43.2278751249952,-22.8766521181865,1 hora e 5 minutos,EMBRAER 195/ERJ-190-200,1,5
Confins-MG,Salvador-BA,CNF,SSA,2020,1,18850,939.032981221228,209,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328,1 hora e 41 minutos,EMBRAER 195/ERJ-190-200,1,41
Confins-MG,Salvador-BA,CNF,SSA,2020,2,15627,939.032981221228,179,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328,1 hora e 41 minutos,EMBRAER 195/ERJ-190-200,1,41
Confins-MG,Salvador-BA,CNF,SSA,2020,3,8593,939.032981221228,131,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328,1 hora e 41 minutos,EMBRAER 195/ERJ-190-200,1,41
Confins-MG,Salvador-BA,CNF,SSA,2020,4,860,939.032981221228,26,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328,1 hora e 41 minutos,EMBRAER 195/ERJ-190-200,1,41
Confins-MG,Salvador-BA,CNF,SSA,2020,5,0,939.032981221228,20,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328,1 hora e 41 minutos,EMBRAER 195/ERJ-190-200,1,41
Confins-MG,Salvador-BA,CNF,SSA,2020,6,0,939.032981221228,9,-43.9955960875638,-19.6299482494053,-38.4880614840078,-13.0147719115328,1 hora e 41 minutos,EMBRAER 195/ERJ-190-200,1,41
Confins-MG,Sao Paulo-SP,CNF,CGH,2020,1,59676,510.995536700907,626,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865,1 hora e 17 minutos,AIRBUS A320-100/200,1,17
Confins-MG,Sao Paulo-SP,CNF,CGH,2020,2,56985,510.995536700907,608,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865,1 hora e 17 minutos,AIRBUS A320-100/200,1,17
Confins-MG,Sao Paulo-SP,CNF,CGH,2020,3,35472,510.995536700907,431,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865,1 hora e 17 minutos,AIRBUS A320-100/200,1,17
Confins-MG,Sao Paulo-SP,CNF,CGH,2020,4,233,510.995536700907,18,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865,1 hora e 17 minutos,AIRBUS A320-100/200,1,17
Confins-MG,Sao Paulo-SP,CNF,CGH,2020,5,27,510.995536700907,3,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865,1 hora e 17 minutos,AIRBUS A320-100/200,1,17
Confins-MG,Sao Paulo-SP,CNF,CGH,2020,6,3937,510.995536700907,54,-43.9955960875638,-19.6299482494053,-46.5703831821127,-23.5673865,1 hora e 17 minutos,AIRBUS A320-100/200,1,17
Confins-MG,Vitoria-ES,CNF,VIX,2020,1,15533,391.978182038875,156,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533,1 hora e 4 minutos,EMBRAER 195/ERJ-190-200,1,4
Confins-MG,Vitoria-ES,CNF,VIX,2020,2,13300,391.978182038875,127,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533,1 hora e 4 minutos,EMBRAER 195/ERJ-190-200,1,4
Confins-MG,Vitoria-ES,CNF,VIX,2020,3,8531,391.978182038875,98,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533,1 hora e 4 minutos,EMBRAER 195/ERJ-190-200,1,4
Confins-MG,Vitoria-ES,CNF,VIX,2020,4,1251,391.978182038875,26,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533,1 hora e 4 minutos,EMBRAER 195/ERJ-190-200,1,4
Confins-MG,Vitoria-ES,CNF,VIX,2020,5,1248,391.978182038875,20,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533,1 hora e 4 minutos,EMBRAER 195/ERJ-190-200,1,4
Confins-MG,Vitoria-ES,CNF,VIX,2020,6,1803,391.978182038875,36,-43.9955960875638,-19.6299482494053,-40.3222087267266,-20.3201537928533,1 hora e 4 minutos,EMBRAER 195/ERJ-190-200,1,4
Curitiba-PR,Campinas-SP,CWB,VCP,2020,1,8041,358.818629712133,239,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425,58 minutos,EMBRAER E195-E2/ERJ-190-400,0,58
Curitiba-PR,Campinas-SP,CWB,VCP,2020,2,8444,358.818629712133,240,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425,58 minutos,EMBRAER E195-E2/ERJ-190-400,0,58
Curitiba-PR,Campinas-SP,CWB,VCP,2020,3,5610,358.818629712133,190,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425,58 minutos,EMBRAER E195-E2/ERJ-190-400,0,58
Curitiba-PR,Campinas-SP,CWB,VCP,2020,4,631,358.818629712133,89,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425,58 minutos,EMBRAER E195-E2/ERJ-190-400,0,58
Curitiba-PR,Campinas-SP,CWB,VCP,2020,5,1320,358.818629712133,128,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425,58 minutos,EMBRAER E195-E2/ERJ-190-400,0,58
Curitiba-PR,Campinas-SP,CWB,VCP,2020,6,1800,358.818629712133,144,-49.2718478850774,-25.432956,-47.0601562729731,-22.9073425,58 minutos,EMBRAER E195-E2/ERJ-190-400,0,58
Curitiba-PR,Foz do Iguacu-PR,CWB,IGU,2020,1,12305,534.540001007988,140,-49.2718478850774,-25.432956,-54.5871024886046,-25.5424932795293,1 hora e 23 minutos,AEROSPATIALE/ALENIA ATR 72 201/202,1,23
Curitiba-PR,Foz do Iguacu-PR,CWB,IGU,2020,2,9305,534.540001007988,110,-49.2718478850774,-25.432956,-54.5871024886046,-25.5424932795293,1 hora e 23 minutos,AEROSPATIALE/ALENIA ATR 72 201/202,1,23
Curitiba-PR,Foz do Iguacu-PR,CWB,IGU,2020,3,5137,534.540001007988,79,-49.2718478850774,-25.432956,-54.5871024886046,-25.5424932795293,1 hora e 23 minutos,AEROSPATIALE/ALENIA ATR 72 201/202,1,23
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,1,34644,352.928650690815,540,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,2,32169,352.928650690815,472,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,3,19108,352.928650690815,350,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,4,1815,352.928650690815,66,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,5,2582,352.928650690815,81,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,6,3496,352.928650690815,96,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Guarulhos-SP,CWB,GRU,2020,7,0,352.928650690815,1,-49.2718478850774,-25.432956,-46.5310840856611,-23.468506,1 hora e 8 minutos,AIRBUS A320-100/200,1,8
Curitiba-PR,Porto Alegre-RS,CWB,POA,2020,1,22748,544.710245736732,222,-49.2718478850774,-25.432956,-51.2286604637023,-30.0300367747664,1 hora e 11 minutos,EMBRAER 195/ERJ-190-200,1,11
Curitiba-PR,Porto Alegre-RS,CWB,POA,2020,2,23104,544.710245736732,209,-49.2718478850774,-25.432956,-51.2286604637023,-30.0300367747664,1 hora e 11 minutos,EMBRAER 195/ERJ-190-200,1,11
Curitiba-PR,Porto Alegre-RS,CWB,POA,2020,3,15416,544.710245736732,167,-49.2718478850774,-25.432956,-51.2286604637023,-30.0300367747664,1 hora e 11 minutos,EMBRAER 195/ERJ-190-200,1,11
Curitiba-PR,Porto Alegre-RS,CWB,POA,2020,4,114,544.710245736732,7,-49.2718478850774,-25.432956,-51.2286604637023,-30.0300367747664,1 hora e 11 minutos,EMBRAER 195/ERJ-190-200,1,11
Curitiba-PR,Porto Alegre-RS,CWB,POA,2020,5,0,544.710245736732,1,-49.2718478850774,-25.432956,-51.2286604637023,-30.0300367747664,1 hora e 11 minutos,EMBRAER 195/ERJ-190-200,1,11
Curitiba-PR,Rio de Janeiro-RJ,CWB,SDU,2020,1,26059,676.245181192978,232,-49.2718478850774,-25.432956,-43.2278751249952,-22.8766521181865,1 hora e 20 minutos,AIRBUS A319,1,20
Curitiba-PR,Rio de Janeiro-RJ,CWB,SDU,2020,2,22627,676.245181192978,213,-49.2718478850774,-25.432956,-43.2278751249952,-22.8766521181865,1 hora e 20 minutos,AIRBUS A319,1,20
Curitiba-PR,Rio de Janeiro-RJ,CWB,SDU,2020,3,14529,676.245181192978,177,-49.2718478850774,-25.432956,-43.2278751249952,-22.8766521181865,1 hora e 20 minutos,AIRBUS A319,1,20
Curitiba-PR,Sao Paulo-SP,CWB,CGH,2020,1,37580,343.011725378371,475,-49.2718478850774,-25.432956,-46.5703831821127,-23.5673865,59 minutos,AIRBUS A320-100/200,0,59
Curitiba-PR,Sao Paulo-SP,CWB,CGH,2020,2,37990,343.011725378371,433,-49.2718478850774,-25.432956,-46.5703831821127,-23.5673865,59 minutos,AIRBUS A320-100/200,0,59
Curitiba-PR,Sao Paulo-SP,CWB,CGH,2020,3,24408,343.011725378371,313,-49.2718478850774,-25.432956,-46.5703831821127,-23.5673865,59 minutos,AIRBUS A320-100/200,0,59
Curitiba-PR,Sao Paulo-SP,CWB,CGH,2020,4,149,343.011725378371,7,-49.2718478850774,-25.432956,-46.5703831821127,-23.5673865,59 minutos,AIRBUS A320-100/200,0,59
Curitiba-PR,Sao Paulo-SP,CWB,CGH,2020,6,1047,343.011725378371,21,-49.2718478850774,-25.432956,-46.5703831821127,-23.5673865,59 minutos,AIRBUS A320-100/200,0,59
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,1,40690,499.298877244457,450,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,2,30171,499.298877244457,398,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,3,20599,499.298877244457,301,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,4,2739,499.298877244457,60,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,5,4074,499.298877244457,80,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,6,6095,499.298877244457,103,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Guarulhos-SP,FLN,GRU,2020,7,0,499.298877244457,1,-48.5476373781933,-27.58779554855,-46.5310840856611,-23.468506,1 hora e 14 minutos,BOEING 737-800,1,14
Florianopolis-SC,Rio de Janeiro-RJ,FLN,GIG,2020,1,14492,747.911071843207,131,-48.5476373781933,-27.58779554855,-43.2278751249952,-22.8766521181865,1 hora e 26 minutos,BOEING 737-800,1,26
Florianopolis-SC,Rio de Janeiro-RJ,FLN,GIG,2020,2,11947,747.911071843207,104,-48.5476373781933,-27.58779554855,-43.2278751249952,-22.8766521181865,1 hora e 26 minutos,BOEING 737-800,1,26
Florianopolis-SC,Rio de Janeiro-RJ,FLN,GIG,2020,3,5962,747.911071843207,54,-48.5476373781933,-27.58779554855,-43.2278751249952,-22.8766521181865,1 hora e 26 minutos,BOEING 737-800,1,26
Florianopolis-SC,Rio de Janeiro-RJ,FLN,GIG,2020,6,670,747.911071843207,11,-48.5476373781933,-27.58779554855,-43.2278751249952,-22.8766521181865,1 hora e 26 minutos,BOEING 737-800,1,26
Florianopolis-SC,Sao Paulo-SP,FLN,CGH,2020,1,32145,487.656477297936,328,-48.5476373781933,-27.58779554855,-46.5703831821127,-23.5673865,1 hora e 6 minutos,BOEING 737-800,1,6
Florianopolis-SC,Sao Paulo-SP,FLN,CGH,2020,2,22383,487.656477297936,268,-48.5476373781933,-27.58779554855,-46.5703831821127,-23.5673865,1 hora e 6 minutos,BOEING 737-800,1,6
Florianopolis-SC,Sao Paulo-SP,FLN,CGH,2020,3,15447,487.656477297936,200,-48.5476373781933,-27.58779554855,-46.5703831821127,-23.5673865,1 hora e 6 minutos,BOEING 737-800,1,6
Florianopolis-SC,Sao Paulo-SP,FLN,CGH,2020,4,15,487.656477297936,1,-48.5476373781933,-27.58779554855,-46.5703831821127,-23.5673865,1 hora e 6 minutos,BOEING 737-800,1,6
Florianopolis-SC,Sao Paulo-SP,FLN,CGH,2020,6,526,487.656477297936,9,-48.5476373781933,-27.58779554855,-46.5703831821127,-23.5673865,1 hora e 6 minutos,BOEING 737-800,1,6
Fortaleza-CE,Belem-PA,FOR,BEL,2020,1,17504,1128.74622155446,152,-38.5899275550432,-3.723805035,-48.4878256874876,-1.459845,1 hora e 55 minutos,AIRBUS A320-100/200,1,55
Fortaleza-CE,Belem-PA,FOR,BEL,2020,2,16875,1128.74622155446,137,-38.5899275550432,-3.723805035,-48.4878256874876,-1.459845,1 hora e 55 minutos,AIRBUS A320-100/200,1,55
Fortaleza-CE,Belem-PA,FOR,BEL,2020,3,10311,1128.74622155446,101,-38.5899275550432,-3.723805035,-48.4878256874876,-1.459845,1 hora e 55 minutos,AIRBUS A320-100/200,1,55
Fortaleza-CE,Brasilia-DF,FOR,BSB,2020,1,22214,1678.9811606948,263,-38.5899275550432,-3.723805035,-47.8879054780313,-15.794087361891,2 horas e 38 minutos,AIRBUS A321-100/200,2,38
Fortaleza-CE,Brasilia-DF,FOR,BSB,2020,2,15841,1678.9811606948,195,-38.5899275550432,-3.723805035,-47.8879054780313,-15.794087361891,2 horas e 38 minutos,AIRBUS A321-100/200,2,38
Fortaleza-CE,Brasilia-DF,FOR,BSB,2020,3,11943,1678.9811606948,148,-38.5899275550432,-3.723805035,-47.8879054780313,-15.794087361891,2 horas e 38 minutos,AIRBUS A321-100/200,2,38
Fortaleza-CE,Brasilia-DF,FOR,BSB,2020,4,354,1678.9811606948,5,-38.5899275550432,-3.723805035,-47.8879054780313,-15.794087361891,2 horas e 38 minutos,AIRBUS A321-100/200,2,38
Fortaleza-CE,Brasilia-DF,FOR,BSB,2020,5,54,1678.9811606948,1,-38.5899275550432,-3.723805035,-47.8879054780313,-15.794087361891,2 horas e 38 minutos,AIRBUS A321-100/200,2,38
Fortaleza-CE,Brasilia-DF,FOR,BSB,2020,6,1368,1678.9811606948,25,-38.5899275550432,-3.723805035,-47.8879054780313,-15.794087361891,2 horas e 38 minutos,AIRBUS A321-100/200,2,38
Fortaleza-CE,Guarulhos-SP,FOR,GRU,2020,1,63569,2345.77178259821,497,-38.5899275550432,-3.723805035,-46.5310840856611,-23.468506,3 horas e 29 minutos,AIRBUS A320-100/200,3,29
Fortaleza-CE,Guarulhos-SP,FOR,GRU,2020,2,45112,2345.77178259821,388,-38.5899275550432,-3.723805035,-46.5310840856611,-23.468506,3 horas e 29 minutos,AIRBUS A320-100/200,3,29
Fortaleza-CE,Guarulhos-SP,FOR,GRU,2020,3,33065,2345.77178259821,314,-38.5899275550432,-3.723805035,-46.5310840856611,-23.468506,3 horas e 29 minutos,AIRBUS A320-100/200,3,29
Fortaleza-CE,Guarulhos-SP,FOR,GRU,2020,4,5558,2345.77178259821,81,-38.5899275550432,-3.723805035,-46.5310840856611,-23.468506,3 horas e 29 minutos,AIRBUS A320-100/200,3,29
Fortaleza-CE,Guarulhos-SP,FOR,GRU,2020,5,5015,2345.77178259821,89,-38.5899275550432,-3.723805035,-46.5310840856611,-23.468506,3 horas e 29 minutos,AIRBUS A320-100/200,3,29
Fortaleza-CE,Guarulhos-SP,FOR,GRU,2020,6,8603,2345.77178259821,107,-38.5899275550432,-3.723805035,-46.5310840856611,-23.468506,3 horas e 29 minutos,AIRBUS A320-100/200,3,29
Fortaleza-CE,Manaus-AM,FOR,MAO,2020,1,14338,2382.54208769939,102,-38.5899275550432,-3.723805035,-60.023335181061,-3.13469149120195,3 horas e 24 minutos,BOEING 737-800,3,24
Fortaleza-CE,Manaus-AM,FOR,MAO,2020,2,12537,2382.54208769939,88,-38.5899275550432,-3.723805035,-60.023335181061,-3.13469149120195,3 horas e 24 minutos,BOEING 737-800,3,24
Fortaleza-CE,Manaus-AM,FOR,MAO,2020,3,10227,2382.54208769939,69,-38.5899275550432,-3.723805035,-60.023335181061,-3.13469149120195,3 horas e 24 minutos,BOEING 737-800,3,24
Fortaleza-CE,Manaus-AM,FOR,MAO,2020,4,0,2382.54208769939,13,-38.5899275550432,-3.723805035,-60.023335181061,-3.13469149120195,3 horas e 24 minutos,BOEING 737-800,3,24
Fortaleza-CE,Manaus-AM,FOR,MAO,2020,5,0,2382.54208769939,15,-38.5899275550432,-3.723805035,-60.023335181061,-3.13469149120195,3 horas e 24 minutos,BOEING 737-800,3,24
Fortaleza-CE,Manaus-AM,FOR,MAO,2020,6,0,2382.54208769939,14,-38.5899275550432,-3.723805035,-60.023335181061,-3.13469149120195,3 horas e 24 minutos,BOEING 737-800,3,24
Fortaleza-CE,Recife-PE,FOR,REC,2020,1,29812,630.962514041073,294,-38.5899275550432,-3.723805035,-34.8889419445777,-8.06276248305241,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Fortaleza-CE,Recife-PE,FOR,REC,2020,2,29225,630.962514041073,275,-38.5899275550432,-3.723805035,-34.8889419445777,-8.06276248305241,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Fortaleza-CE,Recife-PE,FOR,REC,2020,3,16389,630.962514041073,190,-38.5899275550432,-3.723805035,-34.8889419445777,-8.06276248305241,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Fortaleza-CE,Recife-PE,FOR,REC,2020,4,0,630.962514041073,6,-38.5899275550432,-3.723805035,-34.8889419445777,-8.06276248305241,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Fortaleza-CE,Recife-PE,FOR,REC,2020,5,580,630.962514041073,30,-38.5899275550432,-3.723805035,-34.8889419445777,-8.06276248305241,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Fortaleza-CE,Recife-PE,FOR,REC,2020,6,2100,630.962514041073,51,-38.5899275550432,-3.723805035,-34.8889419445777,-8.06276248305241,1 hora e 13 minutos,AIRBUS A320-100/200,1,13
Fortaleza-CE,Rio de Janeiro-RJ,FOR,GIG,2020,1,18497,2177.25499737423,141,-38.5899275550432,-3.723805035,-43.2278751249952,-22.8766521181865,3 horas e 15 minutos,BOEING 737-800,3,15
Fortaleza-CE,Rio de Janeiro-RJ,FOR,GIG,2020,2,17451,2177.25499737423,133,-38.5899275550432,-3.723805035,-43.2278751249952,-22.8766521181865,3 horas e 15 minutos,BOEING 737-800,3,15
Fortaleza-CE,Rio de Janeiro-RJ,FOR,GIG,2020,3,13899,2177.25499737423,103,-38.5899275550432,-3.723805035,-43.2278751249952,-22.8766521181865,3 horas e 15 minutos,BOEING 737-800,3,15
Fortaleza-CE,Rio de Janeiro-RJ,FOR,GIG,2020,4,0,2177.25499737423,1,-38.5899275550432,-3.723805035,-43.2278751249952,-22.8766521181865,3 horas e 15 minutos,BOEING 737-800,3,15
Fortaleza-CE,Rio de Janeiro-RJ,FOR,GIG,2020,5,778,2177.25499737423,10,-38.5899275550432,-3.723805035,-43.2278751249952,-22.8766521181865,3 horas e 15 minutos,BOEING 737-800,3,15
